EntrezID	hsa-let-7b-5p	hsa-let-7c-5p	hsa-miR-1-3p	hsa-miR-101-3p	hsa-miR-103a-3p	hsa-miR-106b-5p	hsa-miR-141-3p	hsa-miR-155-5p	hsa-miR-15a-5p	hsa-miR-16-5p	hsa-miR-17-5p	hsa-miR-18a-5p	hsa-miR-192-5p	hsa-miR-193b-3p	hsa-miR-200a-3p	hsa-miR-200c-3p	hsa-miR-206	hsa-miR-20a-5p	hsa-miR-215-5p	hsa-miR-26b-5p	hsa-miR-302c-3p	hsa-miR-30a-5p	hsa-miR-98-5p
27237	-0.275946745	0.0161	-0.184932411	-0.143756446	0.003	-0.02189545	0.0666	-0.112519809	0.07465	-1.94E-02	0.0118	0.40982561	0.00655	0.257169405	0.0636	2.777507602	0.52637818	0.0197	0.01005	0.067664083	0.4396619	-0.112519809	0.30126342
27238	0.104962692	0.03315	0.387422881	-0.040162892	-0.02715	-0.020331155	-0.0116	0.538774621	0.06315	3.32E-01	0.03605	0.022908151	0.07645	-0.022761043	-0.0319	0.987804546	0.210880547	0.0691	0.0804	-0.535064789	-0.02429388	-0.14132265	0.146915509
27239	8.88E-16	-0.02095	0.168848496	0	-0.00825	-0.000425	-0.0677	8.88E-16	-0.01885	3.28E-03	-0.00345	0.017902539	0.1027	0.03636129	-0.0569	-2.221172952	0.091170208	0.01005	0.0703	0	0.020006838	8.88E-16	-0.081486863
27240	-0.104916876	0.00575	-0.071967026	-0.000204737	-0.00925	0.008619264	0.0071	-0.104916876	-0.0023	-5.23E-02	0.0264	0.000324845	0.0415	0.012153428	0.01585	-0.005697085	0.02315666	0.03165	0.0247	0.000220679	-0.002364064	-0.104916876	0.067318901
27241	0.522943545	-0.03075	-0.056755922	-0.020389305	-0.015	-0.029837923	-0.0545	0.975179571	-0.0669	4.85E-01	0.01555	0.029166076	-0.0009	0.129867048	-0.03465	-0.314625115	-0.256465121	0.03095	-0.0206	0.128588156	-0.190214207	0.052751652	0.247234155
27242	-0.313326195	0.0307	0.154778269	0.159065783	-0.06885	-0.21095	-0.0143	0.09139258	-0.02255	-3.35E-01	-0.15655	0.171799495	-0.05335	-0.618246508	0.00885	2.068451744	0.07202267	-0.2416	-0.0751	NA	0.029294975	0.583192147	-0.10641344
27243	0.484998374	-0.00295	-0.034134769	-0.141698887	0.02225	0.05014586	0.0488	0.244961439	0.12035	5.66E-01	0.0834	0.169294899	0.0838	0.169435022	0.02835	0.075678513	-0.013689232	0.0739	0.0919	-0.519713541	0.043263581	0.058171556	0.169616572
27244	0.154910378	0.1619	0.749912849	0.097894521	0.0961	-0.074933894	-0.0819	-0.793928921	0.007	-1.36E-01	-0.0108	0.458150045	0.216	0.671242934	0.0835	0.279017517	0.249505346	0.04265	0.21415	1.06503089	0.416312241	0.588004485	-0.281372656
27245	-0.154467893	NA	-0.028641981	0.051814181	NA	0.027237142	NA	-0.010483742	NA	-1.05E-02	NA	-0.016274877	NA	0.016750539	NA	0.853337374	-0.201426012	NA	NA	0.172221509	-0.028718121	-0.010483742	0.098292443
27246	0.390596172	NA	0.063093037	0.028527701	NA	-0.270843071	NA	-0.342511088	NA	8.43E-01	NA	-0.08536277	NA	-0.083738255	NA	0.645924385	-0.09293782	NA	NA	0.144196034	0.04620944	-0.042247321	0.220846795
27247	0.401429517	0.00475	0.185395666	0.117108992	-0.105	-0.048204293	0.0053	0.217506998	-0.0096	2.56E-01	-0.00665	0.07811171	0.03195	0.08764165	0.01975	-1.136650564	0.20457725	0.0099	-0.03025	-0.614452873	-0.180097745	0.075976458	0.214331188
27248	0.124311879	-0.0014	0.531761931	-0.14397626	0.04375	-0.115	-0.1187	0.168723324	-0.0391	-2.48E-01	-0.16625	0.19079743	-0.0601	0.04525828	-0.04165	-0.468635771	0.09314151	-0.1565	-0.1225	NA	0.01594012	-0.718005829	-0.164167146
27249	NA	0.0042	NA	NA	-0.092	-0.01055	-0.03805	NA	-0.0944	-1.03E-01	-0.03455	0.07905552	-0.01675	0.03639557	-0.02855	-0.733976354	-0.03553652	-0.0288	-0.06535	NA	0.03611662	NA	-0.32530165
27250	0.328662556	-0.0351	-1.011484762	-0.30837915	0.06395	0.494538292	-0.17225	-0.0641126	-0.0598	-3.06E-01	-0.0037	0.162380586	0.1311	0.56435106	-0.10715	-0.28220545	-0.356287912	0.04705	0.07785	0.236404408	-0.481859803	0.431315619	-0.523865672
27252	0.3662908	-0.0159	0.100938356	0.224741368	-0.0766	0.003202236	-0.02825	-0.409061694	0.06865	2.02E-01	0.06995	-0.518562894	-0.033	0.035507396	-0.04015	0.220388231	0.179034004	-0.03945	-0.0435	-0.085255349	0.025870716	-0.480862026	-0.217102757
27253	8.88E-16	NA	8.88E-16	0.002176292	NA	4.44089E-16	NA	8.88E-16	NA	8.88E-16	NA	0.044052255	NA	0.00560752	NA	NA	0.046726752	NA	NA	0	0.01637486	6.59E-05	0
27254	-0.320283003	-0.003	1.632608413	-0.026015239	-0.00485	-0.0074	-0.01075	0.692371598	0.0146	5.54E-01	0.00985	0.000846046	0.0487	0.04842458	0.00285	NA	0.067096315	0.03685	0.0162	NA	-0.026778522	0.158713591	NA
27255	-0.001119233	NA	-0.001119233	-0.004568713	NA	NA	NA	-0.001119233	NA	-1.12E-03	NA	0.041187608	NA	0.000369032	NA	NA	0.102613532	NA	NA	NA	-0.048015205	-0.001119233	NA
27257	-0.219934431	0.0094	0.465345815	0.063059125	0.05615	-0.128348531	0.0505	-0.496846765	-0.00645	-3.52E-03	-0.015	-0.223610705	-0.0002	-0.158899265	0.00665	0.134568395	-0.16607239	-0.06635	0.02345	-0.236933307	-0.259903925	-0.247997963	-0.220262229
27258	NA	NA	NA	NA	NA	0.044548225	NA	NA	NA	NA	NA	0.14943326	NA	-0.05388194	NA	0.918616894	0.1432785	NA	NA	0.239197096	0.010416185	NA	0.125366292
27283	-0.000588382	NA	-0.000588382	0	NA	NA	NA	-0.000588382	NA	-5.88E-04	NA	0.024117079	NA	-0.000530177	NA	-0.113943097	-0.08404543	NA	NA	NA	0.087737854	-0.000588382	0.113953907
27284	8.88E-16	0.04425	8.88E-16	-4.44E-16	0.02505	-0.011775	-0.0118	0.00308498	-0.01835	-1.09E-02	0.0028	0.067055582	-0.00595	0.014385453	-0.0626	NA	0.027298451	-0.02085	-0.0119	0	0.073336324	8.88E-16	0
27285	8.88E-16	-0.0051	8.88E-16	-0.003124312	-0.0384	0.01355	-0.00875	8.88E-16	-0.03885	-2.19E-02	-0.01015	-0.006211748	-0.0027	0.009637857	-0.01535	NA	0.018837381	-0.01455	-0.0079	4.44E-16	0.036894549	8.88E-16	0
27286	0.161811552	-0.0105	0.045642821	0	-0.02445	-0.00595	-0.0358	1.460855698	0.0309	2.34E-02	0.07355	0.01580281	0.02365	0.012848053	-0.03105	-2.39796236	-0.000583388	0.0031	0.03775	-0.01372915	-0.002708757	0.045642821	-0.002682401
27287	8.88E-16	-0.0162	8.88E-16	0	0.0182	-0.006975	0.01285	8.88E-16	-0.0043	1.16E-02	0.0419	-0.011524108	0.0236	-0.01220248	-0.008	-0.077676105	0.022153205	0.01795	0.017	0	0.028381866	8.88E-16	0.114392772
27288	NA	0.06235	NA	NA	-0.0227	0.0384	-0.0144	NA	-0.0144	-4.51E-02	0.00835	-0.053184231	0.0022	0.04323108	0.0004	NA	-0.057529607	-0.0173	0.0273	NA	-0.013317642	NA	NA
27289	8.88E-16	0.0743	8.88E-16	-0.098238994	0.0317	0.1152	0.00685	8.88E-16	0.1188	6.22E-02	0.00235	0.396823446	0.04585	0.149660157	-0.00135	1.883862897	0.195902843	0.112	-0.01965	NA	0.224056353	8.88E-16	-0.071863858
27290	-0.088497319	-0.00065	0.465532823	0.000379704	-0.0056	-0.04097049	-0.0194	0.652209011	0.0354	5.89E-02	0.0095	-0.077872764	0.0143	-0.012646816	-0.00025	0.645695365	-0.061152832	0.00475	0.0542	0.781127969	-0.138038794	-0.549466352	0.526893849
27291	0.04371925	0.02835	0.04371925	-0.079245771	0.04775	-0.083372873	0.10585	0.247653021	0.06465	-5.82E-02	0.06735	0.149462797	0.07445	0.111222457	0.0765	-0.549274113	0.087027556	0.0574	0.1119	-0.043113759	0.345480442	-0.06923753	-0.111732044
27292	-0.343675841	0.01335	0.012377203	-0.246430503	0.0413	0.126186837	-0.0799	-2.235122896	-0.0498	-4.02E-02	-0.0624	-0.227795935	-0.15375	-0.02542873	-0.0779	-0.464838879	-0.39980029	-0.07685	-0.2213	-0.310469272	-0.28956324	-0.173100933	0.146402972
27293	-0.060911411	-0.00635	0.003387627	0.00417701	0.00935	0.023363911	0.00415	0.00611454	-0.0526	-6.27E-03	0.04315	-0.195435233	0.03225	0.002185347	-0.00945	0.473050225	-0.053112531	0.0275	0.0134	-0.111591313	-0.23279779	8.88E-16	-0.037741395
27294	4.44E-16	0.0285	4.44E-16	1.24E-05	0.0255	0.00655	-0.02715	4.44E-16	0.0751	3.85E-02	0.0263	-0.012914901	0.03325	-0.02158581	-0.03925	0.2764666	-0.044093786	0.0342	0.0195	NA	-0.026694474	4.44E-16	-0.070259883
27295	0.506070726	-0.0007	0.021153503	-0.001525044	-0.15815	0.004425	-0.0592	0.114038471	-0.13035	6.31E-01	-0.02455	-0.006344289	-0.0712	0.003915427	-0.03165	0.164024399	-0.010696834	0.0133	-0.0732	0	0.030787596	0.207091072	0.016540277
27296	0	-0.04605	0	-0.025294127	-0.02715	0.029441954	0.02815	0	-0.02225	1.50E-03	0.03165	0.059418949	0.0152	0.017910472	-0.025	NA	0.002049104	0.0308	0.00625	0	0.060849706	0	0
27297	-0.1807854	-0.0182	-0.19429899	0.309956081	-0.0115	0.09350313	0.006	0.455993325	-0.01935	1.35E-02	0.0067	0.174046917	0.04065	0.058270582	0.00005	0.270583166	0.14786317	-0.0104	0.03075	-0.545434451	-0.440567359	-0.032939831	-0.076448498
27299	8.88E-16	NA	8.88E-16	0.004703495	NA	4.44089E-16	NA	8.88E-16	NA	8.88E-16	NA	-0.019891886	NA	0.00745501	NA	NA	-0.00769676	NA	NA	0	0.006981863	8.88E-16	0
27300	0.170576743	0.0168	0.150335231	0.074206503	-0.00085	0.0221	-0.0033	0.537468339	-0.0467	1.67E-03	0.0202	-0.039414765	0.12635	0.018750075	-0.06985	1.302834647	0.3584973	0.00915	0.10775	NA	0.11538614	0.128472639	-0.142323121
27301	-0.83052401	0.0676	0.175939699	-0.313264279	-0.03705	-0.106640938	0.11425	-0.130195435	0.03945	-1.36E-02	0.1118	0.05652929	0.08285	-0.084663065	0.05635	0.616598826	0.05362299	0.0639	0.12745	0.692731586	0.196641985	-0.152829011	0.193730024
27302	8.88E-16	0.0494	8.88E-16	0	0.00275	0.0273	-0.0236	8.88E-16	-0.02645	8.00E-04	-0.00285	-0.036417589	-0.0343	-0.051344992	-0.01175	NA	0.042177839	-0.03785	0.00535	NA	-0.065645313	8.88E-16	NA
27303	0.427524477	0.00125	-0.217210671	0.004534268	0.01285	0.0016	0.00985	-1.010909051	-0.03735	-3.54E-01	0.031	0.016743858	0.028	0.013063156	0.0126	NA	-0.040949201	0.0123	0.0432	NA	0.017375126	0.483021884	NA
27304	-1.025050075	-0.02845	0.423976676	-0.572035692	0.00605	0.124171059	0.02575	-2.885096075	-0.03035	-2.77E-01	0.01485	-0.046101593	0.04065	0.07999673	0.03945	NA	0.018975037	0.00825	0.00285	-0.935031604	-0.068944696	0.303341256	-1.233518311
27306	-0.000840127	-0.0122	-0.000840127	-0.016151148	0.006	0.0001	-0.00605	-0.000840127	-0.00405	1.04E-02	0.04105	0.02819187	0.07135	0.069305019	-0.00105	NA	0.000262791	0.014	0.0024	0	0.055304668	-0.000840127	0
27309	-0.123814147	0.03545	0.07916326	0.001137303	0.0622	-0.015151132	0.04155	-0.346567111	0.0428	-8.47E-02	0.0124	-0.14542974	0.02485	-0.021407305	0.0485	-0.536109022	0.07953824	0.02815	-0.02055	-0.156594457	0.02418685	0.106619682	0.008532787
27314	-0.363653745	0.03035	-0.307776745	-0.184582987	0.00645	-0.032018719	-0.01205	-0.307776745	-0.01655	-1.43E-01	0.0046	-0.226745719	0.03775	-0.155603085	-0.0275	0.296306022	-0.207238261	-0.0409	-0.0036	0.265958895	-0.398422451	-0.127024341	-0.31784563
27315	-0.861083892	-0.06515	0.009671531	-0.08818815	0.0028	-0.074320655	0.0774	0.145888001	0.01085	5.20E-03	0.0605	-0.062018795	0.0417	0.011818915	0.0829	-0.095442993	0.1334314	0.0241	0.02785	0.286275722	-0.24910993	0.26062663	-0.367021348
27316	0.350664137	0.01915	-0.654120226	-0.099436934	-0.0803	-0.0185	-0.1627	-0.03870501	-0.19865	-2.41E-02	-0.08745	-0.257376435	-0.0239	-0.16059942	-0.15685	-0.057995576	-0.30951366	-0.063	-0.0582	NA	-0.34961535	0.193611921	-0.355501463
27319	8.88E-16	0.00555	0.023548693	0	0.0072	-0.00345	0.0141	0.086427073	0.00625	3.85E-02	0.0414	0.021091173	0.0747	0.010046318	0.00825	NA	-0.018254269	0.077	0.0367	NA	0.055288358	8.88E-16	NA
27327	0.057567911	NA	0.204146879	-0.05884434	NA	NA	NA	0.017451973	NA	-3.35E-01	NA	0.083240309	NA	0.087741481	NA	0.189239867	0.065683655	NA	NA	NA	0.121221213	-0.348564624	0.163477885
27328	NA	-0.02275	NA	NA	0.01785	-0.0005	-0.0235	NA	-0.0518	-4.59E-02	-0.03405	0.012477772	-0.00705	0.012902016	-0.01645	NA	-0.017682828	0.01965	0.0174	NA	0.011672581	NA	NA
27329	8.88E-16	0.00655	0.016597645	-0.031454065	0.00575	-0.005275	0.14215	8.88E-16	-0.00175	-8.85E-03	-0.00215	0.104371194	-0.0315	0.080725332	-0.0288	-0.087125217	0.013549134	0.0461	-0.0154	0	0.196282547	8.88E-16	-0.024761082
27330	8.88E-16	-0.00745	8.88E-16	-0.002353127	0.04905	0.212833348	0.0553	8.88E-16	0.07365	1.85E-02	0.02005	0.032932109	0.0665	0.013925453	0.03415	NA	0.035475739	0.0241	-0.00725	0	-0.058930556	8.88E-16	0
27332	0.008815877	-0.01735	-0.232806711	-0.058288864	0.03185	0.02025	-0.05485	-0.763505948	0.03185	-1.12E-01	-0.033	0.007055375	-0.00665	-0.02180805	-0.04065	-0.395123637	-0.044067172	-0.02825	-0.02935	NA	0.008840268	0.711399911	-0.152500517
27333	0.151505062	0.01475	-0.608212989	0.364289978	0.00965	-0.0209	-0.07665	0.202707949	-0.0709	-2.90E-01	-0.12085	-0.310093106	-0.0414	-0.137815538	-0.0546	-0.598621506	-0.010216584	-0.1025	-0.04245	NA	-0.510534884	-0.352334761	-0.306169199
27334	8.88E-16	-0.00725	8.88E-16	0.023971024	-0.00435	-0.00485	-0.0144	8.88E-16	-0.0199	-1.32E-03	0.0224	-0.044225006	0.05735	-0.014390291	0.01845	-0.157276998	0.009935074	0.05045	0.01625	0	0.047381012	8.88E-16	-0.051965995
27335	0.062684263	NA	0.120539724	0.00595465	NA	-0.057803779	NA	0.044621899	NA	5.07E-01	NA	-0.00973827	NA	0.115612375	NA	-0.115751886	0.04392012	NA	NA	-0.216831451	-0.003916105	-0.085774381	0.030667809
27336	0.192517518	0.00825	-0.313460423	0.018446484	0.01305	0.028794878	-0.21055	0.331596206	0.0294	-1.61E-02	-0.01445	-0.003516835	0.0009	0.15794893	-0.1769	0.669662384	0.01439176	0.01945	-0.0305	0.011340566	-0.128809835	0.201407244	0.153641684
27338	NA	0.00895	NA	NA	-0.2768	0.0013	-0.1572	NA	-0.20615	-1.49E-01	-0.0982	NA	0.0386	NA	-0.12695	NA	NA	-0.0787	-0.03405	NA	NA	NA	NA
27339	0.287459579	NA	-0.022283018	-0.075220146	NA	0.136442591	NA	0.81645258	NA	9.48E-01	NA	0.03612048	NA	0.097352655	NA	0.25409673	0.22983557	NA	NA	0.291341674	0.13353823	0.156291752	0.404645222
27340	NA	-0.0088	NA	NA	0.0235	0.05445	0.0915	NA	-0.0335	-3.10E-02	0.0905	0.043965595	0.00835	0.005890065	0.04865	NA	0.089015496	0.1024	0.09015	NA	-0.007563102	NA	NA
27341	NA	-0.0102	NA	NA	-0.01165	0.0211	0.0204	NA	-0.0698	-1.60E-02	0.06575	-0.076625573	0.0771	-0.095822698	-0.00405	-1.010145527	-0.044096552	0.02615	0.016	NA	-0.075275004	NA	0.324098131
27342	0.231866339	-0.05115	0.112429833	0.045629909	0.0965	0.00115	0.0364	0.71846148	0.03385	2.81E-02	-0.10435	0.210225079	-0.0577	-0.149619653	0.04085	-0.986476427	-0.072263253	-0.05735	-0.0654	NA	0.346419445	0.173067652	-0.123736323
27343	-0.49402002	-0.0669	0.341280061	-0.316910619	0.03525	-0.033298495	0.09305	0.176556665	0.12115	-1.16E-01	0.1392	0.016261623	0.12735	0.025378166	0.0526	-0.311253764	-0.035717334	0.1368	0.15715	-0.488800096	0.047928991	-0.237706354	-0.292003046
27344	4.44E-16	-0.00715	0.048120709	-0.147237833	-0.0044	-0.115460782	0.0024	4.44E-16	0.02855	2.88E-02	0.02145	0.218463643	0.0645	0.281082778	-0.00985	3.976697829	-0.081909397	0.0232	0.04665	0.001625702	0.309323857	4.44E-16	-0.038827316
27345	-0.048525455	NA	-0.251054138	-0.162176692	NA	NA	NA	-0.049522535	NA	6.44E-01	NA	-0.018179514	NA	-0.056207012	NA	0.016359301	0.058760321	NA	NA	NA	-0.064271809	-0.0070231	-0.569184856
27346	-0.013355981	0.06405	-0.361362227	-0.165864093	-0.00555	-0.060456857	0.0364	-0.19161248	-0.1579	1.47E-01	-0.0349	0.23746325	-0.074	-0.129165945	0.00505	1.672666379	0.21318154	0.0429	-0.1235	0.296665817	0.07590771	0.2191128	-0.013830888
27347	-0.03238573	-0.01575	-0.418762171	0.515342413	0.06355	-0.00075	-0.00935	0.27098788	0.0462	-6.04E-02	-0.03305	-0.077248635	-0.11815	0.157234415	0.02605	-0.706400784	-0.1513723	-0.0461	-0.074	NA	0.380005435	-0.801568431	-0.254952365
27348	-0.400106695	0.1029	0.207856624	-0.150057687	0.0828	0.01325	0.08505	-0.318118508	-0.0648	-8.25E-02	0.00215	-0.50294518	-0.19925	-0.100005952	0.11815	0.608028973	0.184074616	-0.0688	-0.2454	NA	0.152691668	0.518517714	-0.0988675
27349	-0.60885267	-0.02485	-0.106685097	-0.040422437	0.0303	0.08055	0.09135	-0.698671684	0.01785	7.03E-02	0.1185	0.002496719	0.10435	0.121826445	0.06445	0.173187298	-0.007422563	0.0954	0.09675	NA	-0.082768842	-0.106685097	0.030978731
27350	NA	-0.00575	NA	NA	-0.09345	0.00615	-0.0283	NA	-0.0006	2.96E-02	-0.0276	0.022713636	0.0254	0.020646002	-0.0187	-0.60824348	0.040263562	0.0204	0.00195	NA	0.002204005	NA	0.23099655
27351	-0.276491313	NA	0.281702632	0.230956996	NA	NA	NA	-0.028970316	NA	-9.67E-01	NA	-0.220027253	NA	-0.009842703	NA	-1.51072682	-0.013387715	NA	NA	NA	-0.09967577	-0.011847443	0.328126526
27352	0.812199409	0.0176	0.256025316	-0.04484243	0.00865	-0.03985	0.0504	1.561107929	0.0124	4.51E-01	0.1411	0.241885908	0.03595	0.097394616	0.0638	-0.012169628	-0.094813089	0.09665	0.0613	NA	0.232103981	0.542507945	0.218562496
27429	-0.062753281	-0.01575	0.294732691	0.031204069	-0.04525	0.005532896	-0.02435	-0.105434911	0.03235	4.67E-01	0.01775	-0.066410835	0.0502	0.032127897	-0.028	-0.218281926	-0.129871387	-0.0008	0.0016	0.013292089	-0.005263127	-0.098404882	0.243863921
27430	-0.173241798	0.04625	-0.304205294	-0.061938555	0.0126	-0.541456517	-0.07665	-0.385661605	-0.02995	7.88E-02	-0.2368	0.049015733	-0.18185	0.0561495	-0.0152	-1.427973985	0.128565983	-0.33015	-0.14385	-1.792937778	-0.496661239	-0.03833461	0.001229727
27433	-0.636635062	-0.10845	0.61490618	-0.158318621	0.04845	0.01385	0.07935	1.546741754	0.1446	5.49E-01	0.0855	-0.084975578	0.07615	0.148370623	0.0639	0.490684537	0.000485304	0.05585	0.10455	NA	0.307766595	0.852473974	0.1817366
27434	-0.894774755	0.0038	-0.06313097	-0.133533555	-0.00185	0.00607375	0.00425	-0.893167322	0.01395	-4.28E-01	0.0258	0.001023651	0.06615	-0.044872701	-0.01115	-1.471525795	-0.121080726	0.0224	0.03815	-0.034590842	0.287372989	-1.331794188	0.052322744
27436	-0.356848718	-0.0213	-1.314189809	-0.055207694	-0.0653	0.0199	0.01825	-1.469700097	-0.1114	-3.45E-01	-0.0052	-0.113244655	-0.1005	-0.70660374	0.01265	-0.544200238	-0.85010559	-0.0335	-0.08295	NA	-0.06532445	0.00304405	-0.053160079
27439	8.88E-16	-0.0097	8.88E-16	-0.000217573	-0.0215	0.0664	0.0225	8.88E-16	-0.0075	1.21E-02	0.0189	-0.003033007	0.05355	0.024430454	0.0044	-0.139538788	-0.033889129	0.04365	0.03075	NA	0.078993534	8.88E-16	-0.190316187
27440	-0.048961653	-0.0018	-0.132485314	-0.182771438	-0.0287	0.0556	0.03005	0.041530688	0.00875	1.64E-01	0.05085	-0.006564725	-0.00325	0.07625877	0.02095	0.956936285	0.38010783	-0.0138	0.00385	NA	-0.05127322	0.127844233	0.190575526
27443	NA	NA	NA	-0.017843202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27445	0.557242068	NA	0.011301647	0.014347708	NA	NA	NA	1.178597468	NA	-1.36E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.13982681	NA
28227	NA	0.04675	NA	NA	-0.08875	-0.03645	0.03075	NA	-0.0492	-1.07E-01	-0.09685	-0.281888762	-0.11905	-0.165553639	0.04685	0.245340491	-0.154433717	-0.04	-0.0861	NA	-0.099325729	NA	0.031655718
28231	-0.709019548	0.02255	-0.648433155	0.197800097	0.06795	-0.026800023	0.0071	-0.60022221	-0.0211	-9.43E-01	0.06095	-0.313662114	0.03615	-0.256674686	-0.0299	-1.889429933	-0.250394219	0.03295	0.0312	-0.051605206	0.3106962	-0.818517608	0.058187664
28232	0.042670978	-0.01935	-0.413509113	-0.031998746	-0.02865	0.0016558	0.0021	0.63337719	-0.02245	3.65E-01	-0.0217	-0.074353615	-0.04215	-0.049732911	0.0044	NA	-0.100718717	0.01025	-0.0383	0.388461907	-0.074355576	0.227638098	-0.039128241
28234	NA	0.01135	NA	NA	-0.0836	-0.2022	-0.01775	NA	-0.19345	-2.35E-01	-0.16445	-0.023555897	-0.08575	-0.048624202	0.00065	-2.871616837	-0.003974982	-0.18425	-0.06525	NA	-0.027950501	NA	0.091523542
28316	8.88E-16	NA	8.88E-16	0	NA	4.44089E-16	NA	8.88E-16	NA	8.88E-16	NA	-0.038197604	NA	0.009685233	NA	NA	-0.081333355	NA	NA	0	0.092865614	8.88E-16	0
28511	-0.765757978	0.01035	0.715228088	0.014162543	0.03045	-0.021474346	-0.00315	-0.106538411	0.02245	4.25E-02	0.0181	0.066054071	0.0516	0.070591382	0.0048	-0.704646028	0.110218455	0.02015	0.02545	0.161811633	0.101256695	-0.114784922	-0.357939834
28512	0.237214551	-0.01695	0.191832348	0.045055005	-0.1624	-0.3913	-0.0333	0.484315705	-0.0401	3.01E-01	-0.23325	-0.836116593	-0.0748	0.074146179	-0.04455	-0.094520725	0.514010541	-0.3281	-0.11415	NA	-0.572290261	0.476909434	-0.106307465
28513	-0.009459864	0.0672	-0.009459864	0	0.00715	0.0098	-0.0069	0.350026224	-0.02525	6.15E-03	-0.0053	0.097527496	-0.0108	0.037500509	-0.01375	NA	0.011543606	0.0171	-0.00935	0	0.05870788	-0.009459864	0
28514	8.88E-16	0.17745	8.88E-16	-0.071187253	-0.0597	-0.0032	0.0442	8.88E-16	0.07825	5.29E-02	-0.0065	0.177533274	-0.1889	-0.068090007	0.18665	2.659207517	-0.036722578	0.14055	-0.0695	NA	0.267886657	8.88E-16	-0.081251043
28951	-0.029122077	0.03715	-0.085414327	-0.025958163	0.0735	0.1523	0.1256	-0.083681823	0.24625	9.19E-02	0.1652	-0.055165843	0.0091	-0.043291362	0.13685	-0.298602077	-0.041584339	0.23855	0.04325	NA	-0.036629528	-0.085059541	0.200836721
28952	-0.078902751	0.07845	-0.287925032	-0.322513714	-0.05925	0.041603095	0.07065	0.40989796	-0.00735	1.75E-01	0.03565	-0.015409974	0.00225	0.089835492	0.0501	0.654529697	0.01051171	0.01025	0.0518	-0.069484997	0.295222938	-0.04377504	0.262814677
28954	0.284335909	0.0006	0.292819155	-0.241007582	-0.006	0.000745455	0.0135	0.474692628	0.01015	1.68E-01	0.01655	-0.031769605	0.05105	-0.025222711	0.0011	NA	-0.015520015	0.0107	0.02755	0.012321436	0.008196647	0.19627942	-0.013980448
28955	NA	-0.00195	NA	NA	0.0731	-0.004356736	0.0802	NA	0.08855	7.70E-02	0.0759	-0.05342223	0.05665	0.2183837	0.05945	0.659661352	0.10559844	0.04145	0.0464	0.209360962	-0.175147575	NA	0.466058894
28956	0.428183686	-0.006	0.165841815	-0.343860722	0.0514	-0.042810519	0.0185	0.533971866	0.08225	6.28E-01	0.0743	0.13652029	0.05595	0.07280901	0.015	0.043967825	0.05266882	0.0256	0.03015	-0.111977367	-0.075544685	0.058244009	0.14910294
28957	0.338916941	0.00955	0.099249991	-0.158024856	-0.0497	0.0424	-0.08	0.0200093	-0.0755	6.00E-02	0.0157	0.015269345	-0.00575	0.10967603	-0.05815	-1.100297145	-0.02793008	-0.02155	-0.0442	NA	-0.22307116	0.42123294	-0.334456766
28958	-0.071038529	NA	0.149154699	-0.084723734	NA	-0.175923091	NA	0.047135757	NA	5.42E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.027608037	NA	0.320621351	0.187043626
28959	8.88E-16	-0.00785	8.88E-16	0	-0.01765	-5E-05	0.00955	8.88E-16	-0.0025	-7.50E-05	0.0102	NA	0.0198	NA	-0.0031	NA	NA	0.0354	0.04145	0.000278077	NA	8.88E-16	0
28960	0.192782644	0.0235	0.063394894	-0.126502085	0.00405	-0.128333661	-0.07835	0.192017074	0.01555	3.68E-01	-0.0414	0.038770903	-0.03985	-0.045234782	-0.05315	-0.626652703	-0.176471483	-0.1403	-0.0109	-0.228517917	-0.003529728	0.07908665	0.492719345
28962	0.847918274	0.0814	0.222113808	-0.120083642	0.0608	-0.457115264	-0.0511	-1.875683666	-0.07965	-2.95E-01	-0.1362	-0.00623654	-0.19695	0.225594858	0.06755	-0.700027097	0.16215984	-0.35235	-0.07435	0.887589133	-0.031483384	0.295394982	0.228141356
28964	-1.218236672	-0.09735	0.576843888	-0.008127129	0.01385	0.06415	0.1218	0.205064328	0.14495	-1.83E-01	0.1314	-0.641809189	-0.0606	-0.335288631	0.08025	0.32246601	-0.585338084	0.1068	0.08995	NA	0.177194401	-0.281762124	0.031604731
28965	8.88E-16	-0.02795	8.88E-16	0.171045369	-0.0001	-0.004225	-0.0506	8.88E-16	-0.0357	-2.90E-02	0.00605	0.062147915	-0.05045	0.031500334	-0.00465	-0.180537648	-0.007051781	-0.01445	-0.07745	0	0.116311145	8.88E-16	0.203557723
28966	-0.283790235	-0.1128	0.07287794	-0.017746442	0.09155	0.052375	0.09715	0.037408991	0.1294	5.82E-02	0.0621	0.034195259	-0.06065	-0.147398902	0.09535	-0.88366717	0.014662082	0.07685	-0.00905	-0.128027085	0.143014064	0.458189553	-0.420068112
28968	8.88E-16	-0.05785	8.88E-16	0	-0.0178	0.018375	0.03915	8.88E-16	0.0483	1.48E-02	0.01895	-0.00220109	0.03955	-0.030584985	0.0964	NA	0.039681542	0.05075	0.0263	0	-0.061082164	8.88E-16	0
