EntrezID	hsa-let-7b-5p	hsa-let-7c-5p	hsa-miR-1-3p	hsa-miR-101-3p	hsa-miR-103a-3p	hsa-miR-106b-5p	hsa-miR-141-3p	hsa-miR-155-5p	hsa-miR-15a-5p	hsa-miR-16-5p	hsa-miR-17-5p	hsa-miR-18a-5p	hsa-miR-192-5p	hsa-miR-193b-3p	hsa-miR-200a-3p	hsa-miR-200c-3p	hsa-miR-206	hsa-miR-20a-5p	hsa-miR-215-5p	hsa-miR-26b-5p	hsa-miR-302c-3p	hsa-miR-30a-5p	hsa-miR-98-5p
83895	-0.000106225	0.03775	-0.000106225	0	0.03955	-0.0107	0.0042	-0.000106225	0.0022	7.37E-03	0.02385	-0.00658093	0.0294	-0.01134594	-0.022	NA	0.015955763	-0.01675	0.01325	NA	-0.020457104	-0.000106225	NA
83896	8.88E-16	0.1881	8.88E-16	0	-0.0913	0.1477	0.39485	8.88E-16	0.30185	1.49E-01	0.04795	-0.050389111	0.29075	-0.023120918	0.191	NA	-0.067151227	0.06045	0.25555	NA	0.005981686	8.88E-16	NA
83897	8.88E-16	0.05645	8.88E-16	0	-0.0195	-0.0036	0.0241	8.88E-16	-0.00445	6.18E-03	0.01855	0.038904689	-0.03385	0.007326294	-0.05545	NA	0.041967576	-0.0411	0.01095	NA	0.056223371	8.88E-16	NA
83899	NA	-0.0038	NA	NA	0.00335	0.0074	0.00965	NA	0.00115	5.07E-02	0.00755	-0.009190055	0.0282	0.020217018	-0.00585	-0.123178641	0.031886596	0.0077	0.0156	NA	-0.002403821	NA	0.193134481
83900	NA	-0.07455	NA	NA	0.02655	0.0247	0.02545	NA	-0.02515	-5.44E-02	0.0026	-0.038024337	-0.00495	-0.044787971	-0.0081	NA	0.002113235	-0.013	0.0288	NA	-0.059578949	NA	NA
83902	8.88E-16	0.00795	8.88E-16	0	0.0034	0.06395	0.0155	8.88E-16	-0.00395	-2.02E-03	0.02635	0.036847126	0.0584	-0.068637995	0.0323	NA	-0.002892065	0.0347	0.01385	NA	-0.012026021	8.88E-16	NA
83903	-0.024570933	0.0116	-0.024570933	-0.084864271	-0.0965	0.07275	0.0653	-0.134227515	-0.1726	6.80E-03	0.02075	0.076539399	0.00425	-0.055890138	0.0376	-0.577177349	0.104877249	-0.00385	-0.0401	NA	0.125386915	0.147498407	0.03559738
83930	-0.858650641	-0.1316	-0.071663682	0.110047122	0.0367	-0.0459	-0.165	0.005680321	0.03185	4.87E-02	-0.1646	-0.180690613	-0.05575	-0.335924559	-0.12575	-0.989008672	-0.206297235	-0.1057	0.0014	NA	-0.563068896	0.089189203	-0.058058676
83931	-0.045150327	-0.19045	0.433168723	0.008536011	0.0415	0.06015	0.22085	1.12255765	0.20095	1.16E-01	0.11635	-0.004207535	-0.01705	0.002167851	0.34285	-0.257465868	-0.013152514	0.1118	-0.11625	NA	-0.00070525	0.351547318	0.128617353
83932	0.062430447	0.0546	0.105249803	0.016725203	-0.0254	-0.04225	-0.0491	-0.244612754	-0.11735	-5.25E-01	-0.18305	-0.045676883	-0.11155	-0.110480391	-0.022	0.289704338	-0.021466686	-0.1153	-0.1185	NA	-0.144624739	0.317222578	-0.374527338
83933	8.88E-16	0.00765	0.035266945	0.111557584	0.0045	0.01415	-0.0086	4.44E-16	0.04055	1.68E-02	0.0525	NA	0.07685	NA	0.0044	NA	NA	0.0347	0.08635	NA	NA	4.44E-16	NA
83935	0.79297654	0.0047	0.090729894	0	0.0522	-0.1594	-0.0157	0.090729894	-0.03725	1.22E-02	-0.1516	-0.012524423	-0.1393	0.000733598	-0.04825	0.529241779	-0.024846551	-0.18095	-0.0543	NA	-0.019425548	0.251006322	-0.181082172
83937	8.88E-16	0.09755	8.88E-16	0	0.0613	0.066873035	0.0522	8.88E-16	0.16835	5.16E-02	0.07365	0.035940415	0.00115	0.021214083	0.0275	-0.074634786	0.020997554	0.1423	-0.00295	0	0.027435394	8.88E-16	0.004078331
83938	-0.143956841	0.07595	0.445023616	0	0.01555	-0.0272	0.05935	0.239368526	0.1538	1.63E-01	-0.01165	0.009994627	0.0384	0.030693316	0.0463	-0.612284291	0.013777288	0.0399	0.0243	NA	0.032730573	-0.002212058	0.119934406
83939	0.393370002	-0.0332	0.179474205	0.21101562	-0.00285	0.0159	-0.06245	0.281598752	-0.04555	-2.80E-01	0.03	-0.072837915	0.0422	0.09469938	-0.0577	-0.951432271	0.32474002	0.02455	0.05035	NA	-0.29441905	0.087855665	-0.159681076
83940	NA	0.0301	NA	NA	0.0214	-0.01035	0.0268	NA	0.03305	2.73E-02	0.07715	-0.21633146	0.06335	-0.15267323	-0.00005	0.082663186	-0.17710816	0.0865	0.0916	NA	-0.15003369	NA	-0.56704554
83941	0.197116246	0.00545	-0.077291601	0.09080971	0.0119	0.25150032	-0.0642	0.113135776	-0.0408	8.49E-02	-0.0612	0.062851566	-0.0807	0.187586302	-0.0423	-0.417811387	0.194901252	-0.0673	-0.05855	0.486657369	0.149902916	0.140580536	-0.110636053
83942	4.44E-16	NA	4.44E-16	0	NA	4.44089E-16	NA	0.126112432	NA	4.44E-16	NA	0.026989823	NA	0.004880475	NA	NA	0.038868711	NA	NA	0.001226286	0.024019878	4.44E-16	4.44089E-16
83943	0.374521075	0.09205	0.172744441	0	0.07975	-0.0042	0.08945	0.148657934	0.15635	2.03E-01	-0.05975	-0.10753152	-0.0127	0.185644482	0.0911	0.189731478	0.126047841	0.0256	-0.01155	NA	-0.006394718	0.278500405	-0.19462555
83953	8.88E-16	0.00745	8.88E-16	0	-0.0016	0.00535	0.0062	8.88E-16	-0.00015	6.55E-03	0.0174	0.004807817	0.06065	-0.006658149	-0.0029	NA	0.058755146	0.0382	0.02965	NA	0.010464426	8.88E-16	NA
83954	-0.004182432	-0.00745	-0.004182432	0.002871282	0.0005	0.0039	0.00275	-0.004182432	0.0053	1.52E-02	0.00505	0.011298384	0.0705	-0.036328893	0.01795	NA	0.01732826	0.0264	0.0335	NA	-0.058412706	-0.004182432	NA
83959	0.403686209	0.06115	-0.192248549	-0.045742168	0.01005	0.04405	0.06015	0.567313624	0.0984	3.19E-01	0.0059	-0.059653824	0.0345	-0.057187343	0.05245	0.696064706	-0.241028574	0.036	0.06585	NA	0.323788772	0.169500153	-0.03625979
83982	NA	0.04225	NA	NA	0.03125	-0.0288	0.00325	NA	0.2022	2.14E-01	0.03535	0.029371633	-0.05995	0.012676465	0.01675	-2.626924096	-0.00551594	0.01445	-0.08845	NA	-0.292545104	NA	0.09971084
83983	4.44E-16	-0.0319	4.44E-16	-0.018856561	0.00095	-0.011	0.0301	4.44E-16	0.0202	7.93E-03	0.017	-0.025725135	0.02235	-0.020033155	0.0221	-0.05878275	0.049613954	0.01115	0.0169	NA	-0.025869312	0.09199884	0.015920948
83985	-0.539794556	NA	0.34330472	0.083653013	NA	NA	NA	1.189767267	NA	4.52E-01	NA	0.26902954	NA	0.258998655	NA	1.250334727	0.02732143	NA	NA	NA	0.16467714	0.090247448	0.480300177
83986	-0.461380975	0.06365	0.034413526	-0.245425503	0.0418	0.01385	0.1062	0.906182527	0.03565	-6.48E-02	0.0696	-0.05185115	0.03755	0.200491685	0.11205	1.187734054	-0.18423379	0.03935	0.0369	NA	0.14246851	0.082309059	0.005540802
83987	8.88E-16	-0.00835	0.19000029	0.004826406	0.0142	0.0069	0.00055	8.88E-16	-0.00085	1.95E-02	0.019	-0.022523239	0.05155	0.019465607	-0.0058	-0.167456801	-0.035293543	0.01935	0.02855	NA	0.024847442	0.007622151	0.005517524
83988	8.88E-16	0.0275	8.88E-16	0	-0.01235	-0.000775	-0.0033	8.88E-16	-0.0022	-2.58E-02	0.00085	0.048928362	0.024	0.022504039	-0.00015	0.009992255	0.007545403	0.0213	0.0084	0	-0.011186948	8.88E-16	0.023368314
83989	0.759254664	0.0605	-0.357013823	0.368890397	-0.02925	0.101058511	-0.04115	0.3188659	-0.02565	-3.75E-03	-0.0737	0.065020514	0.0289	-0.133562796	-0.03615	-0.466704374	0.159289365	-0.0498	0.02875	-0.041681344	-0.250122152	0.284513747	0.603444915
83990	0.04220728	-0.0282	-0.970358419	-0.013834761	-0.0678	-0.205532063	-0.01535	-2.043309373	-0.23155	-8.59E-02	-0.1615	0.035073119	-0.15335	0.006471618	-0.00495	0.277809592	-0.016878615	-0.1058	-0.14795	1.297272815	-0.10119778	0.615226491	0.563081116
83992	0.628331447	0.00555	-0.025171469	6.75E-05	-0.1309	0.05175	-0.072	1.321956424	-0.03065	5.97E-01	0.024	-0.028381258	-0.09805	0.062708866	-0.02975	NA	0.015893239	0.0971	-0.08385	NA	0.076614326	-0.025171469	NA
83998	8.88E-16	0.0611	8.88E-16	0.000692742	0.1317	-0.13405	-0.1724	8.88E-16	0.14025	-3.92E-03	-0.04835	-0.00764541	-0.09075	0.0386782	-0.131	0.793253371	0.040027477	-0.0618	-0.0791	NA	0.007374629	8.88E-16	0.139881306
83999	-0.019545935	NA	-0.021244384	0.110310638	NA	NA	NA	-0.024904933	NA	-1.69E-02	NA	0.028554238	NA	0.037846161	NA	0.054374726	0.070771911	NA	NA	NA	-0.059421292	-0.008540256	0.042090546
84000	8.88E-16	NA	8.88E-16	-0.583627754	NA	NA	NA	8.88E-16	NA	8.88E-16	NA	-0.060247613	NA	0.007016164	NA	NA	-0.072194446	NA	NA	NA	0.042629823	8.88E-16	NA
84002	0.146213398	-0.0364	0.068115131	-0.273081867	-0.1166	0.00045	-0.1736	0.082979046	0.04385	-2.41E-01	-0.22125	0.013476431	-0.1835	-0.047833838	-0.14425	-1.439778851	0.0069825	-0.05195	-0.29195	NA	-0.024611856	-0.793281957	-0.141560121
84033	-0.029755502	NA	-0.147631214	0	NA	NA	NA	0.522532176	NA	6.09E-04	NA	-0.005995045	NA	-0.025610995	NA	0.365915328	-0.046826298	NA	NA	NA	-0.023168533	-0.027309495	0.051901394
84034	-0.177856167	0.00125	1.33E-15	0.028962905	-0.04205	0.0183	0.0446	0.404174474	0.0685	-4.23E-02	0.04625	-0.112213591	0.04465	-0.06875313	0.02995	-2.493437445	0.040259739	-0.0054	0.02575	NA	-0.102431325	1.33E-15	-0.021748828
84056	0.109943727	0.0195	-0.182814837	0.089682981	-0.0713	-0.26165	-0.06685	0.386349456	-0.26995	-3.56E-01	-0.21075	-0.024749494	-0.1721	-0.040231559	-0.07285	-1.014556852	0.077411054	-0.26915	-0.0348	NA	-0.035010323	0.328489108	-0.101812078
84057	0.605374779	NA	-0.349635373	-0.182121052	NA	NA	NA	-0.182908587	NA	-2.93E-01	NA	-0.214972605	NA	-0.247220054	NA	-1.451836709	-0.101859096	NA	NA	NA	-0.225095431	0.332194513	-0.361631664
84058	0.074315522	0.0288	-0.778828782	-0.248502066	0.0031	-0.03435	-0.0078	1.094560955	-0.008	5.90E-01	-0.024	0.10091535	0.03195	0.057443825	-0.0237	-1.644459684	0.02944809	-0.01425	0.02395	NA	-0.18974926	-0.235197445	-0.068936341
84059	0.006573434	0.05945	0.023473357	-0.022998268	-0.0037	0.03955	-0.04015	0.019366985	0.0718	8.66E-02	-0.0023	0.163025953	-0.0053	0.098472596	-0.0199	1.274578678	-0.125775163	0.03965	0.0103	NA	0.005515196	-0.00111288	0.173802054
84060	0.069161204	-0.0241	0.031037042	-0.190327882	0.0063	0.131772404	-0.0155	-1.020262452	-0.0722	-5.04E-02	-0.08685	0.043902494	-0.0094	-0.088429864	-0.00275	0.588386018	0.263018747	-0.03845	0.0059	-0.283845164	-0.034133079	0.280926939	-0.353015354
84061	0.439417907	-0.0171	-0.490677624	0.071360867	0.0495	0.132430379	0.0212	-0.605230055	-0.0715	2.74E-01	-0.11145	0.02943656	-0.03635	-0.24886292	-0.0112	0.714464646	0.14584243	-0.0523	-0.0815	0.841224468	-0.10431511	0.137057533	-0.331389639
84062	0.022870636	0.02945	-0.081097088	-0.238047787	-0.001	-0.00855	0.0636	0.135897641	0.08525	2.99E-01	0.0466	-0.025867913	-0.04255	-0.083094953	0.03875	0.13862974	-0.02210908	0.0568	0.0197	NA	0.107853839	0.002856818	-0.245038201
84063	-0.000665413	NA	-0.000665413	0	NA	NA	NA	-0.000665413	NA	-6.65E-04	NA	0.026658976	NA	0.01202849	NA	0.048620967	0.035220583	NA	NA	NA	0.063668954	-0.000665413	0.148065845
84064	0.82211044	NA	0.035370659	-0.164878258	NA	NA	NA	-0.380587474	NA	2.32E-01	NA	-0.023536393	NA	0.018434147	NA	-0.333823988	0.055305212	NA	NA	NA	-0.112629704	0.421814276	-0.11537707
84065	-0.784055901	0.01005	0.246580284	-0.13918162	0.0426	0.006792597	0.02915	-0.069308967	-0.00455	-2.97E-01	0.0406	-0.024714851	0.0136	-0.225650033	-0.0044	0.01452825	-0.037022019	0.0377	0.073	-0.074424232	0.181391236	-0.071548896	0.131065696
84066	8.88E-16	0.01405	8.88E-16	-0.073717366	-0.01285	0.01885	-0.00295	8.88E-16	-0.02825	-2.27E-03	0.00025	-0.004472994	0.0039	0.011045248	-0.00425	NA	-0.05280405	0.01025	0.00845	NA	-0.000449051	0.232948206	NA
84067	0.044059945	0.0047	0.579662839	0.018053361	-0.13605	-0.00865	0.0294	0.645509424	-0.05845	-1.33E-01	-0.01895	0.151147975	-0.02	0.250120298	0.03975	-0.037014647	0.095079989	-0.06585	0.02555	NA	0.257406055	-0.1620598	0.246601987
84068	0.200947421	0.026	-0.507652355	0.110888985	-0.0054	-0.00765	-0.03015	0.328033746	-0.02255	-7.50E-02	-0.02765	-0.13329258	-0.0287	0.046164927	-0.0148	-0.317861706	-0.302731704	-0.0226	0.0294	NA	0.050946928	-0.069274422	-0.179327666
84069	-0.001526223	-0.03135	8.88E-16	0.014932151	0.10475	0.10935	0.1209	8.88E-16	0.2385	1.34E-01	0.18935	-0.194245427	0.10445	0.055077441	0.0838	-0.022184209	-0.059018408	0.0871	0.06985	NA	0.005713045	8.88E-16	0.086214721
84070	8.88E-16	0.01225	8.88E-16	-4.44E-16	0.02485	0.0112	-0.00465	8.88E-16	0.0029	1.90E-03	0.027	0.057603955	0.0184	0.070993106	-0.0045	NA	0.099194701	0.03935	0.05455	NA	0.045629746	0.334023795	NA
84071	8.88E-16	0.0178	8.88E-16	0	0.0237	-0.0096	0.0292	8.88E-16	0.0096	-1.54E-02	-0.0042	0.060281498	0.022	-0.029952926	-0.00555	NA	0.033983074	0.01345	0.02115	NA	-0.00444242	8.88E-16	NA
84072	0.024622293	-0.0038	0.149490673	0	0.0074	0.0004	-0.0356	0.157884259	-0.0191	-6.71E-02	0.0136	-0.021021383	0.00875	0.015684157	-0.0001	NA	0.029911474	-0.00125	0.01135	NA	-0.042022429	-0.131515144	NA
84073	8.88E-16	-0.0158	0.003107873	0	0.03605	-0.00145	0.0213	8.88E-16	-0.01065	1.29E-02	0.04815	-0.062582308	0.00915	-0.031484203	0.01145	NA	0.040631596	-0.01605	0.0116	NA	-0.145702909	8.88E-16	NA
84074	-0.002990845	-0.0244	-0.002990845	0	0.00585	0.01305	0.00765	-0.002990845	0.0178	6.23E-02	0.00985	0.091812626	0.05915	0.037253699	-0.00365	NA	0.099104195	0.0411	0.05945	NA	0.086925475	-0.002990845	NA
84075	8.88E-16	0.01405	8.88E-16	0	-0.01665	-0.01615	-0.0134	8.88E-16	0.0034	-6.00E-03	-0.0161	0.028276885	-0.0007	-0.009131498	-0.06655	-0.114520325	-0.003635022	-0.00445	0.0182	NA	0.008326348	8.88E-16	-0.085995002
84076	8.88E-16	0.04505	8.88E-16	0	0.0222	-0.05595	-0.01425	8.88E-16	-0.01435	-1.09E-02	-0.02525	-0.001570546	-0.042	-0.011587705	-0.03145	NA	-0.01792356	0.0118	0.0139	NA	-0.007895439	8.88E-16	NA
84077	-0.004052155	0.01165	-0.004052155	-0.001104521	-0.00335	0.0099	0.01565	-0.004052155	0.0215	1.44E-02	0.0396	0.049795925	0.0427	0.097238499	-0.0007	NA	-0.021596259	0.03865	0.038	NA	0.07070111	-0.004052155	NA
84078	1.198430526	0.08875	0.167628577	0.286172526	0.0419	0.0561	0.0424	1.014530512	0.01635	4.01E-01	-0.0638	0.089679988	-0.1644	-0.182237829	0.07975	0.647169075	0.038961912	-0.0415	-0.13395	NA	0.081533692	0.469750628	-0.093658309
84079	-0.107721897	-0.00565	-0.276758144	-0.297508362	0.03795	-0.029285585	0.08215	-0.074395569	-0.0528	-1.29E-01	-0.064	-0.06722063	-0.1151	-0.021613163	0.0576	-0.319692851	0.006162253	-0.0016	-0.0959	-0.220799726	-0.055321516	0.270943716	-0.400278103
84080	-0.26170491	0.01285	0.041144868	-0.427807526	0.0252	0.03025	0.034	0.562203427	0.06735	2.93E-01	0.0411	-0.038498246	0.0165	0.095534049	0.0149	-0.308585601	0.077052208	0.07255	0.03655	NA	-0.186898119	-0.334063551	0.44040626
84081	0.200368077	0.0362	0.126333966	0.137546654	-0.06065	0.0068	-0.0144	0.5602563	-0.1184	-8.46E-01	-0.06605	-0.024886914	-0.04925	-0.106989701	-0.01625	-0.604712138	0.13432534	-0.0375	-0.0006	NA	0.031289179	0.087203718	-0.084006903
84083	0.600004915	NA	0.085572643	-0.416135162	NA	NA	NA	0.841454646	NA	-2.20E-01	NA	-0.082429595	NA	-0.066913201	NA	-0.032156396	-0.000413915	NA	NA	NA	-0.072030443	-0.005043224	-0.169089993
84084	NA	0.0079	NA	NA	0.02115	0.00495	-0.03115	NA	0.0272	1.66E-02	-0.02305	NA	-0.10725	NA	-0.00405	NA	NA	0.03285	-0.13225	NA	NA	NA	NA
84085	0.227028251	0.01335	-0.014022572	-0.083782662	0.0077	0.0194	-0.00995	-0.927742993	-0.1038	-5.47E-01	-0.0209	-0.539751446	-0.1269	-0.292472459	0.02875	-0.515451026	-0.193950194	-0.0899	-0.08895	NA	0.055685576	-0.222056095	-0.3236848
84100	-0.255669019	-0.00395	0.675910816	-0.132556873	-0.03125	-0.02475	-0.0692	-0.758377434	-0.0548	-6.79E-01	-0.0533	0.023254118	-0.1678	0.013363887	-0.03175	NA	0.008687036	-0.07285	-0.1558	NA	-0.018410851	-0.211079335	NA
84101	8.88E-16	-0.00185	8.88E-16	0	-0.0146	0.0321	-0.00085	8.88E-16	-0.01245	1.36E-02	-0.01675	0.008744381	-0.01825	-0.016956052	-0.0093	-0.125189963	-0.017037085	0.0219	0.02885	NA	-0.020297045	8.88E-16	-0.253724622
84102	-0.308323018	-0.018	-0.003033565	-0.151125593	-0.0383	-0.04795	-0.03745	-0.443898852	-0.2528	-5.33E-01	-0.0686	0.060908964	-0.03845	0.055506925	-0.0291	0.043755452	0.02639851	-0.05105	-0.00405	NA	0.017537421	-0.71629382	-0.04589071
84103	-0.089624831	NA	-0.089624831	-4.44E-16	NA	NA	NA	-0.089624831	NA	-8.96E-02	NA	-0.01209131	NA	0.039118264	NA	NA	-0.077177569	NA	NA	NA	0.012323879	-0.089624831	NA
84105	0.357394091	0.04015	-0.08876402	-0.054960737	-0.0782	-0.0737	-0.079	-0.092897029	-0.12415	-9.56E-02	-0.0492	0.007534759	0.0352	-0.139976961	-0.0757	-0.115477152	0.130771663	-0.0332	0.0011	NA	-0.059520378	-0.021497223	-0.007384186
84106	8.88E-16	-0.00405	8.88E-16	-0.00113546	-0.0041	-0.00025	-0.01355	8.88E-16	0.034	2.62E-02	0.0637	0.087459213	0.05635	0.033057604	-0.0136	NA	0.057817166	0.04925	0.0483	NA	0.021658005	8.88E-16	NA
84107	8.88E-16	0.02245	8.88E-16	0	-0.01095	-0.0164	0.00995	8.88E-16	-0.0166	5.84E-03	0.01155	-0.02210314	0.0364	0.141541421	0.0152	0.577987069	0.006766106	0.0314	0.0231	NA	0.01714852	8.88E-16	-0.422894472
84108	NA	0.0317	NA	NA	0.0509	0.0109	-0.03935	NA	-0.1325	-1.47E-01	-0.1023	-0.227594053	-0.09365	-0.274589945	-0.01445	0.027281176	0.005442718	-0.06425	-0.12035	NA	-0.157678045	NA	-0.215546089
84109	8.88E-16	NA	8.88E-16	0.003805289	NA	NA	NA	8.88E-16	NA	8.88E-16	NA	0.009520625	NA	0.029062249	NA	NA	-0.004889321	NA	NA	NA	0.040649574	8.88E-16	NA
84124	-0.230302364	-0.0062	-0.016071979	-0.127246292	0.01485	0.05015	0.1087	-0.041094498	0.1472	2.39E-01	0.09675	0.040699947	0.18865	0.034185126	0.07605	0.713687268	0.103182766	0.04285	0.0984	NA	0.109342855	0.245031693	0.014109535
84125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.043368546	NA	0.009995109	NA	NA	-0.036574221	NA	NA	NA	0.084373304	NA	NA
84126	-0.303078481	0.02475	-0.439266426	-0.243831657	-0.01285	0.01525	0.01905	0.90044133	-0.23885	-4.68E-01	0.0327	-0.042066877	0.022	0.055403407	0.00465	NA	0.052131013	0.0693	-0.00595	NA	0.011291741	-0.192192895	NA
84127	NA	0.01165	NA	NA	-0.00565	-0.005	0.013	NA	-0.0039	-2.31E-02	0.03865	0.035324689	0.06955	-0.026036259	0.00165	NA	0.032420218	0.02425	0.0479	NA	-0.016671208	NA	NA
84128	0.033061425	0.02365	0.097185018	0.299493192	-0.03925	0.03995	0.0057	0.090786492	-0.14715	-5.48E-01	0.1075	-0.390791645	0.098	-0.13715525	-0.0254	-0.965885788	-0.06426438	0.06265	0.1032	NA	-0.322915465	0.011729332	-0.273567104
84129	1.078831713	0.00255	-0.06940783	-0.086356873	-0.0045	-0.0234	0.0017	1.78879437	0.12715	4.42E-01	0.0281	0.393825934	0.016	0.238927261	0.02285	-2.275714709	0.267915386	-0.0214	0.02505	NA	0.420308712	-0.345214704	-0.032732285
84131	0.266893491	NA	-0.328133985	0.057079102	NA	NA	NA	-0.060046182	NA	-7.68E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.281983187	NA
84132	-0.285016935	NA	-0.319345585	0.182993964	NA	NA	NA	0.112519522	NA	1.75E-02	NA	-0.066356717	NA	-0.179826471	NA	NA	0.080235892	NA	NA	NA	-0.08266074	0.031162326	NA
84133	0.132997405	NA	0.031386021	0.108389143	NA	NA	NA	-0.149570288	NA	2.95E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.505094067	NA
84134	-0.413492182	-0.03605	0.320114605	-0.105163521	-0.0853	0.08125	0.10265	1.463188633	0.05175	1.18E-01	0.08715	0.007014404	0.1008	0.021933626	0.09115	NA	-0.014828571	0.09505	0.11405	NA	-0.033001841	-0.626775581	NA
84135	-0.507915105	-0.1382	0.620140087	0.12861587	-0.00525	0.06735	-0.0018	-0.307830466	-0.0389	-6.64E-01	0.01275	-0.168276946	-0.02005	-0.112146826	-0.01455	-0.224958195	0.073515064	0.0122	0.0334	NA	-0.116452186	0.150606669	-0.254690468
84138	-0.282772243	0.00575	0.180762935	0.162530149	0.0111	0.06335	0.02305	0.362657936	-0.01865	1.53E-01	0.05065	0.082856483	0.07005	-0.039948927	0.05165	-0.321790483	0.244816986	-0.00295	-0.02645	NA	-0.152127721	-0.167116922	0.152801312
84140	1.103597554	NA	-0.454401729	-0.016329844	NA	NA	NA	0.250734946	NA	3.26E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.147118783	NA
84141	-1.46025473	0.0092	-0.934284665	-0.009451868	-0.06275	-0.00325	0.02865	-1.311606678	0.00995	-3.87E-01	0.0073	0.0098073	-0.0475	0.068183737	0.05775	-3.752216685	0.030029727	-0.03495	-0.03985	NA	0.042551012	0.603478988	-0.137327196
84142	0.960786353	0.0039	0.023058531	0.161649344	0.0115	0.02205	0.01585	1.036037114	0.06055	2.54E-01	0.07085	-0.121063868	-0.0517	-0.030446756	0.02615	-0.872214581	-0.235072337	0.01475	-0.05825	NA	-0.394770734	0.309927054	-0.397449088
84146	-0.496732318	-0.1385	-0.016647234	0.015702558	0.0427	-0.04365	-0.1022	-1.877726042	0.0423	-6.34E-01	-0.0999	-0.037243062	-0.14425	-0.110483053	-0.0572	-0.591680462	0.044594937	-0.0702	-0.0687	NA	-0.336088342	0.34065645	-0.360309195
84148	-0.032430845	0.00775	-0.170461939	-0.026001037	0.0164	-0.051117921	-0.04635	-0.040999295	0.00025	1.83E-01	0.02065	0.226763295	0.0541	0.135932118	-0.05265	0.931246582	0.036121064	0.0359	0.03665	-0.052261888	0.180381965	-0.141514655	0.076943695
84152	8.88E-16	0.00005	8.88E-16	0	-0.0236	-0.00465	0.029	8.88E-16	0.01235	7.10E-03	0.04255	0.017090771	0.03505	-0.022072177	-0.0182	0.000135253	-0.033280318	0.0301	0.05555	NA	0.014434001	8.88E-16	0.017094554
84153	0.065499884	-0.0267	0.244869348	0.044883665	-0.0098	-0.0229	0.02225	0.606716931	-0.02475	3.57E-01	0.02695	-0.059233611	0.06905	-0.073803253	0.00495	NA	0.022200685	0.00505	-0.0273	NA	-0.005942744	0.258717809	NA
84154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.16708372	NA	-0.03108112	NA	-0.820615724	0.1879978	NA	NA	NA	-0.22482868	NA	-0.355418035
84159	-0.059553612	NA	0.134910976	-0.042186374	NA	0.587024527	NA	-0.073588355	NA	2.36E-01	NA	0.555806063	NA	0.183433158	NA	0.971145694	0.341724265	NA	NA	0.126746667	0.049312295	-0.150152564	-0.288302004
84162	0.055885935	NA	-0.029330229	-0.025320003	NA	0.007310346	NA	0.019778765	NA	-4.01E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.180318062	NA	0.37020958	0.278489475
84163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.213250747	NA	0.094084346	NA	1.635074715	0.157643408	NA	NA	NA	0.115378223	NA	0.375652734
84164	-0.312179497	-0.001	0.508231917	-0.023994744	0.00385	0.0253	0.0425	0.029383353	0.12035	1.13E-01	0.11745	0.165914535	0.0676	0.21069025	0.03245	1.029233737	0.09894159	0.0929	0.1098	NA	0.339495375	0.101432466	0.322848059
84166	-0.045655739	0.00155	-0.152262779	0	0.0006	0.009	0.01325	0.595609175	0.02735	2.29E-01	0.0224	-0.008527686	0.06505	0.027859261	0.00275	NA	0.039388849	0.0374	0.0435	NA	-0.000888284	0.317416601	NA
84167	-0.102693632	-0.01	0.077813834	0.002082973	0.0023	0.0059	0.01285	0.402299595	0.00085	9.35E-03	0.0279	-0.062434047	0.04255	0.167720436	-0.00215	-0.782931675	0.137942568	0.03015	0.04275	NA	-0.081584915	-0.102693632	0.006805639
84168	-0.222142618	0.02215	-0.012168327	-0.256777531	-0.00075	-0.0128	0.0074	-1.375411073	0.0286	3.02E-01	0.019	0.024010917	0.00805	-0.1296616	-0.0308	-1.773632699	-0.163216728	0.0155	0.02015	NA	-0.152928151	0.177985785	-0.249373608
84171	-1.225818113	-0.00925	0.467102388	0.153622231	0.01315	-0.0164	-0.0397	0.314437832	0.17715	-4.51E-02	0.02445	0.018764322	0.08465	0.049928402	0.0281	NA	0.016297699	0.0109	0.17155	NA	0.060784365	-0.01749775	NA
84172	-0.243172632	-0.0304	0.044306433	0.122305241	0.00835	0.0384	-0.02725	-0.233733358	-0.0251	1.05E-01	0.03335	-0.229234812	0.0489	-0.217454833	-0.0264	0.085424896	-0.21028891	-0.01275	0.0121	NA	-0.579497535	0.206697602	-0.210619151
84173	-0.232920063	0.0025	-0.086971822	-0.152020892	-0.0146	0.0719	0.0484	-0.086971822	0.0322	-2.47E-02	0.05005	-0.032268702	0.0691	0.005033174	0.0797	-0.123622153	0.031661655	0.06685	0.10035	NA	0.068833533	-0.086971822	-0.10821956
84174	4.44E-16	-0.02845	0.02718068	0	-0.00015	0.0278	0.02475	4.44E-16	0.018	5.28E-03	0.00305	-0.02037264	0.03695	-0.022426833	0.0437	NA	-0.00389101	0.0074	0.08745	NA	-0.023001295	4.44E-16	NA
