miRNA	T47D	COLO205	HCC_2998	HCT_15	KM12	NCI_H322M	OVCAR_3	OVCAR_4	HCT_116	HT29	MCF7	BT_549	HS578T	MDA_MB_231	SF_268	SF_295	SF_539	SNB_19	SNB_75	U251	SW_620	HOP_62	HOP_92	NCI_H23	NCI_H522	CCRF_CEM	HL_60	MOLT_4	SR	LOXIMVI	M14	MDA_MB_435	SK_MEL_28	UACC_62	IGROV1	NCI_ADR_RES	OVCAR_5	OVCAR_8	PC_3	786_0	A498	ACHN	RXF_393	SN12C	TK_10	CAKI_1	K_562	SK_MEL_2
hsa-miR-490-3p|MIMAT0002806	6.499775889	6.270960436	6.286646384	6.28151429	6.327774553	6.292548387	6.287469809	6.279455996	6.25282144	6.2877303	6.339496281	6.350489374	6.299013335	6.262954854	6.290850461	6.279295677	6.306012482	6.252924042	6.300483636	6.227920548	6.322588763	6.217245505	6.173015084	6.258279793	6.472301992	6.495996583	6.212943259	6.360538624	6.26471666	6.516584565	6.215816455	6.34712743	6.467103788	6.37003787	6.31233499	6.386396443	6.355480395	6.357174325	6.279044014	6.310965765	6.414226265	6.348184912	6.259712545	6.236053044	6.47731434	6.376446299	6.245977101	6.308383358
hsa-miR-490-5p|MIMAT0004764	6.574657741	6.336200721	6.438653126	6.47464582	6.536875027	6.434549526	6.299906328	6.45576948	6.460673587	6.435989839	6.462615434	6.619134322	6.425524284	6.390065925	6.424981196	6.452290923	6.506529404	6.381807863	6.504299412	6.374099887	6.362375777	6.412459594	6.369778183	6.3995127	6.450028156	6.521502375	6.458326465	6.745432616	6.600192831	6.680519148	6.35641835	6.622849865	6.788177305	6.481397805	6.442058033	6.554462405	6.478991525	6.568490999	6.399432623	6.461011031	6.500232716	6.574629845	6.475860713	6.505842501	6.567597635	6.511703684	6.41546264	6.478700767
hsa-miR-491-3p|MIMAT0004765	8.915153372	9.122832453	8.758137173	9.326876295	9.198093927	9.21666806	8.894033632	9.007793898	8.717977059	9.007336025	9.465141466	8.514578244	9.067194538	9.414112966	8.45898649	9.343608227	8.375449505	9.575614334	8.519487746	8.747948671	9.193713148	8.673585002	8.844105556	8.227714572	8.040952721	8.833771291	8.255913669	8.226431537	7.893230991	8.270523167	9.122625415	10.32030471	8.694088907	8.218338085	8.324445314	9.936058256	9.281756313	9.155950327	8.950733577	8.930125026	7.631368774	9.7982656	8.254943644	8.76480115	8.048933279	7.7477106	8.20891408	8.682493723
hsa-miR-491-5p|MIMAT0002807	6.432391958	6.356933112	6.526047465	6.691231233	6.694175561	6.427226325	6.261138051	6.495324845	6.624528244	6.648559088	6.4731858	6.484810653	6.530847059	6.591642247	6.54070667	6.449059444	6.536892119	6.475733266	6.469231751	6.557791715	6.627138687	6.478921198	6.528760466	6.543868064	6.713354016	6.540859788	6.392465723	6.520814392	6.453254211	6.523060661	6.445675411	6.426685185	6.498196272	6.507693072	6.681059695	6.431320116	6.385832958	6.426234904	6.529241594	6.545589941	6.372415354	6.389241755	6.378026205	6.47794255	6.442676034	6.470864703	6.478717246	6.489138785
hsa-miR-492|MIMAT0002812	9.237754006	8.552561085	9.795777635	8.311682744	9.512967375	10.10257088	7.942126747	8.574694773	9.347136183	8.681350596	8.882546518	10.01109158	9.460698153	8.839827246	8.958026143	7.933336023	9.759625584	8.300472203	9.574541732	9.167261569	8.376969012	9.074170031	9.35018238	8.971011622	9.526179797	9.420711363	8.936570526	10.02993388	11.70592351	10.90405599	9.570351434	9.776356252	10.60098957	9.409368322	9.315193095	8.934811328	9.653647755	9.115826721	7.536910191	8.355678614	9.275591135	10.68706635	9.942252027	9.406743669	9.797454702	10.37252294	9.532850619	10.52106653
hsa-miR-493-5p|MIMAT0002813	6.464696589	6.463978505	6.431684482	6.461234234	6.489755417	6.45774714	6.492199014	6.470658041	6.427294261	6.464775672	6.47823384	6.492530503	6.529538782	6.448853424	6.623231036	6.595441542	6.540638388	6.457718463	6.793087154	6.534423254	6.638362737	6.489031287	6.441755363	6.458908449	6.468563804	6.513171834	6.451051848	6.51289354	6.423396136	6.467931799	6.433512111	6.481699821	6.457035033	6.381631701	6.463067533	6.425096653	6.424603469	6.413836327	6.462726639	6.473566107	6.618339749	6.520361608	6.419241053	6.493571675	6.416527396	6.493149726	6.496981765	6.458657054
hsa-miR-494-3p|MIMAT0002816	13.34496209	11.54757894	11.63044499	12.00400379	11.73768044	12.42967247	11.36378217	12.52639432	12.00268408	11.94116233	12.39706321	12.28290056	12.71814132	12.56002319	12.17598904	12.01539262	12.15298802	11.44523842	11.87620175	11.85569048	11.50390717	11.8748996	12.30301554	12.35223726	11.5174563	13.18839113	11.36830513	11.29472657	11.48892795	12.00361903	12.47657635	12.83223824	12.81807721	13.1847977	12.26466972	12.3535333	11.75199104	12.18534293	11.67732887	12.20645057	13.22991346	12.51569206	12.15513796	12.76646535	13.42805324	13.10894962	11.45808819	12.50072583
hsa-miR-495-3p|MIMAT0002817	6.38710293	6.431460369	6.398639863	6.473886485	6.392436023	6.399323608	6.364003115	6.411028119	6.437669982	6.416622966	6.402031332	6.591650715	6.609572937	6.744966419	6.709994974	6.58603393	6.368752366	6.526782424	6.585611055	6.5668123	6.410601775	6.518132902	6.562308261	6.561781675	6.395428892	6.319321821	6.318725016	6.401226815	6.474879674	6.378398264	6.512457505	6.40567707	6.369625653	6.309599669	6.401247422	6.27276367	6.349521516	6.34220849	6.419799485	6.397760676	6.439150969	6.52145013	6.363739203	6.460935098	6.357602463	6.451569235	6.440508322	6.355709947
hsa-miR-496|MIMAT0002818	6.217586033	6.241619158	6.199223244	6.239276299	6.226526169	6.503707778	6.202236854	6.175241656	6.162537386	6.194534855	6.209492019	6.204537893	6.216489314	6.347964507	6.212166471	6.181871064	6.225284531	6.240896959	6.216819696	6.182351975	6.258916725	6.200640379	6.204133065	6.241257225	6.242041912	6.406163338	6.214202733	6.217110804	6.23349858	6.180397039	6.234691751	6.208433169	6.19880155	6.202587296	6.182970071	6.123565843	6.213531513	6.205507353	6.205552439	6.210348186	7.803019196	6.163323033	6.181850866	6.232388186	6.224994298	6.173924186	6.214644037	6.238171792
hsa-miR-497-5p|MIMAT0002820	6.390785904	6.48446415	6.451123763	6.563040619	6.716154898	6.460267	6.456868213	6.51252905	6.563917275	6.560549517	6.551502305	6.517271628	6.593449529	6.541468186	6.524755049	6.478864338	6.523905117	6.639449026	6.409498185	6.538402277	6.549181141	6.446712279	6.652280293	6.622284485	6.55571122	6.413735765	6.475515931	6.533560352	6.674108588	6.508517102	6.581687092	6.558604304	6.296502749	6.459628467	6.460719604	6.374574583	6.349604165	6.446439265	6.415324692	6.490426583	6.500086603	6.419691242	6.454287781	6.526082076	6.405445085	6.47263154	6.619172259	6.521950707
hsa-miR-498|MIMAT0002824	9.852493494	8.476628006	8.738164862	8.727438231	8.761687139	8.848277043	8.229073173	8.544884347	8.863738804	8.407462136	8.699113785	9.429815102	9.430837741	8.86032951	8.970925879	8.345733857	9.039311886	8.474073234	9.282974801	8.686209404	8.787406245	8.987374063	8.974809696	9.286811371	8.840172444	9.601135125	9.007698668	9.54590811	10.44371144	10.19337545	8.79213263	9.177577982	9.588962777	8.707264831	8.362948838	8.635859164	8.682929349	9.148393485	8.251054679	8.521798487	10.25001651	9.18929017	8.824017715	8.945794798	9.110090276	9.256952855	8.851937693	9.224212579
hsa-miR-499a-3p|MIMAT0004772	6.29352655	6.171456166	6.198426544	6.220426783	6.354831154	6.306888871	6.172013055	6.224694493	6.196021077	6.213960166	6.195282041	6.21800487	6.215485098	6.218976131	6.231062995	6.210953081	6.195934403	6.224648525	6.20809447	6.1863435	7.563091954	6.237279585	6.229446935	6.19313996	6.286879784	6.627786662	6.059517094	6.294511234	6.23552408	6.223484154	6.286965774	6.272981788	6.33548954	6.260677974	6.241966785	6.226989939	6.250821845	6.237598837	6.239784719	6.279831459	6.239438106	6.249049748	6.133637767	6.21667033	6.32143625	6.20913646	6.189836064	6.206069413
hsa-miR-499a-5p|MIMAT0002870	6.641994845	6.981622657	6.679767129	6.823774949	6.634902976	6.838847094	6.776740435	6.685850536	6.771223877	6.716794397	6.777752463	6.606912033	6.704054457	6.828706422	6.732272855	6.648106816	6.592271477	6.795854828	6.60139342	6.763411282	10.16700378	6.81294496	7.083192649	6.942728931	6.657461971	6.611549272	6.680471294	6.6426604	6.8446349	6.615607945	6.925588009	6.672923742	6.619732441	6.556930929	6.637240233	6.539886801	6.583144701	6.568711541	6.631270486	6.727060844	6.753376272	6.671939996	6.620366707	6.709367349	6.577902953	6.628082076	6.818763144	6.705852228
hsa-miR-500a-3p|MIMAT0002871	7.350019896	7.235792601	7.337805311	7.339649318	7.632644812	7.365091187	6.93546362	7.228333129	7.206130782	7.164403028	7.262106374	7.552246925	7.134961964	7.205310866	7.474913075	7.194094107	7.075515483	7.389645599	7.199280781	7.207753476	7.368410942	7.127049698	7.14914775	7.506668705	7.7455979	7.293125403	7.106324853	7.245479741	7.136028425	7.068370363	7.848942792	7.777475256	7.782779808	7.782544055	7.382350321	7.154232351	7.152406336	7.152767189	7.38170884	7.193749406	7.293071789	7.114282443	7.111513798	7.570408714	7.114024112	7.158978543	7.375697588	7.663858305
hsa-miR-501-3p|MIMAT0004774	7.15616602	6.635536659	6.802647743	6.864563682	7.008153186	7.019407587	6.779967536	6.907179842	7.182139673	6.800508121	6.857778771	7.281569166	7.371420523	6.757885104	6.972298237	6.559369106	6.865257757	6.559253429	6.853896529	6.637306368	6.700066019	6.82475491	6.758230936	6.801462912	7.098136871	7.041239841	6.83953464	7.298191079	7.81428218	7.529331023	6.871168573	7.394292849	7.434578885	7.050200311	6.823028602	7.011548173	6.805127169	6.968052296	6.678404278	6.694945673	7.170454169	7.213687877	6.956614881	6.807679824	6.957773985	6.87363579	6.950517413	7.180580743
hsa-miR-501-5p|MIMAT0002872	6.398668648	6.363409354	6.368133477	6.461884296	6.474829807	6.436474463	6.366286545	6.383690267	6.426983425	6.362371204	6.507720376	6.395673006	6.418832411	6.41005253	6.363287538	6.450573306	6.404534411	6.401188034	6.372739594	6.388339906	6.376997577	6.391117086	6.442939326	6.521314008	6.358207873	6.445610215	6.396532765	6.397859589	6.464612922	6.387804075	6.454912617	6.483134944	6.380559511	6.338282131	6.332369734	6.274045619	6.385500357	6.404665715	6.304829363	6.443520411	6.353977559	6.410058416	6.373725694	6.445391417	6.330239421	6.397024727	6.517764897	6.36713482
hsa-miR-502-3p|MIMAT0004775	8.210842264	7.501081564	7.631766915	7.511666288	7.766178814	7.545862656	7.490987437	7.408447958	7.40264784	7.316486231	7.350570337	7.828242388	7.305643274	7.370914154	7.76556901	7.482411012	7.366879824	7.569399545	7.510886472	7.457764411	7.589674458	7.331859451	7.289347693	7.747954903	7.98136224	7.947117932	7.499506176	7.657058076	7.61590867	7.403549109	7.973782637	7.954064175	8.386285373	8.101163107	7.587402519	7.325998176	7.37855596	7.382462482	7.559088103	7.354750606	8.407594241	7.373041145	7.442045629	7.907630271	7.575536009	7.561454397	7.565512333	7.959633891
hsa-miR-502-5p|MIMAT0002873	6.562509865	6.633031833	6.650846768	6.641611211	6.823019204	6.669816185	6.575368129	6.616673815	6.670309236	6.647208957	6.674586379	6.749064797	6.715132797	6.818141503	6.666794903	6.591870735	6.58401957	6.667651222	6.586015504	6.589785461	6.757346048	6.590778125	6.792939072	6.727701674	6.766563075	6.481687536	6.508904388	6.59634732	6.620947578	6.547301001	6.843492453	6.794878683	6.647029127	6.686571401	6.631538721	6.542749161	6.573778826	6.589042508	6.682302297	6.591152727	6.479909244	6.604201937	6.532696345	6.653961538	6.585595127	6.623816205	6.668160347	6.689000981
hsa-miR-503-5p|MIMAT0002874	8.583797017	7.816867954	7.988807161	8.05184284	8.041734865	8.18061797	7.722183909	8.167663009	7.919323196	7.664171855	8.404571538	9.945493721	8.533069769	8.82881352	9.110867975	7.935358615	8.773774701	8.108202511	8.49858269	8.687710382	8.234246254	8.282185179	8.282893527	8.720177932	8.071292083	8.71918364	8.255120404	9.008414011	9.574122544	8.978066895	8.154588753	8.289419933	8.756531931	8.154024619	8.641489627	8.19323211	7.917938904	9.044713798	8.017422403	8.727087118	8.840738089	8.497613708	8.818972483	10.9691144	8.34545663	8.707196045	8.176854697	8.292993255
hsa-miR-504-5p|MIMAT0002875	6.424966727	6.464722531	6.326262805	6.358920128	6.353853376	6.342323752	6.47336712	6.363651587	6.357571794	6.288645403	6.429867169	6.335218382	6.352266724	6.365833109	6.347739724	6.351236347	6.319319947	6.398993844	6.382808603	6.387606879	6.416502348	6.357045231	6.409196183	6.413943277	6.604138156	6.175734719	6.318974532	6.340288552	6.40025718	6.364809973	6.386337781	6.32031881	6.34302023	6.512333244	6.332140008	6.253279541	6.32251574	6.292342139	6.430120937	6.379627204	6.50814275	6.359587327	6.301799406	6.351477729	6.327408324	6.414172144	6.360430845	6.883732886
hsa-miR-505-3p|MIMAT0002876	6.31629775	6.391482671	6.474939433	6.56415202	6.785163568	6.424379847	6.934956575	6.530628945	6.650459443	6.456041279	6.554075693	7.105796356	6.592623887	6.500883122	6.786923845	6.413426052	6.451738536	6.894833462	6.481337674	6.811434206	6.777828139	6.469738721	6.564780688	6.580417584	7.738465763	6.419712602	6.493267445	6.7378441	6.522201204	6.653842663	6.548662451	6.543827327	6.435789577	6.533815583	6.696121001	6.524315662	6.416697162	6.413011705	6.837238362	6.488442308	6.415130349	6.440440363	6.44414626	6.581984223	6.501508829	6.468342594	6.518291934	6.461132847
hsa-miR-506-3p|MIMAT0002878	6.5361725	6.54593415	6.479690055	6.49141615	6.506378491	6.51141461	6.458701708	6.439870719	6.44126231	6.529903396	6.4482627	6.799880422	6.63036725	6.604116874	6.461819504	6.415194078	6.463700999	6.42455252	6.440906921	6.404676843	6.5429095	6.469238487	6.470714497	6.589331667	6.567010649	6.695227894	6.560092571	6.89598217	7.912632794	6.837087921	6.44898879	6.656258308	6.585624925	6.468828956	6.487635187	6.485241463	6.564100137	6.469117212	6.409433964	6.414566879	6.586574963	6.434929173	6.497514257	6.442023409	6.480577401	6.398369538	6.617415085	6.650276088
hsa-miR-507|MIMAT0002879	6.532195138	6.573688979	6.501534807	6.559457819	6.567361119	6.567838925	6.578730687	6.488821976	6.55721035	6.4894402	6.595304389	6.553258438	6.656487027	6.595197037	6.620571159	6.51909124	6.543473704	6.6425623	6.479243973	6.544648046	6.597194101	6.590800309	6.774451172	6.681701625	6.636676058	6.421374592	6.514009499	6.531771778	6.658640854	6.517442409	6.610864848	6.652469861	6.704161307	6.63381119	6.486957015	6.402164434	6.429065377	6.512907571	6.536226886	6.524188082	6.683623283	6.497874882	6.532400656	6.594422311	6.474015962	6.583768253	6.640687901	6.713326245
hsa-miR-508-3p|MIMAT0002880	6.310398537	6.480477284	6.507436637	6.640869404	6.659764917	6.543208649	6.460710622	6.55516281	6.609834602	6.655652092	6.651754195	6.607932477	6.696325952	6.743910777	6.590745303	6.554597046	6.537106154	6.729650543	6.530724531	6.657597163	6.650844962	6.642442368	6.886568192	6.808537403	6.569402981	6.463728629	6.547112408	6.534081722	6.68714915	6.579177054	6.747311607	6.948643347	6.835578599	6.692664496	6.564670207	6.460271711	6.492026815	6.528180013	6.549323824	6.569652926	6.48333088	6.536463334	6.554540724	6.683952848	6.510664429	6.53310643	6.703933045	7.162510726
hsa-miR-509-3p|MIMAT0002881	6.302194807	6.424293621	6.429197119	6.493077368	6.498733388	6.428419336	6.329940536	6.529313852	6.497261566	6.497928181	6.530394068	6.489115978	6.552036866	6.591268068	6.482586184	6.4388299	6.412868466	6.523670134	6.41607855	6.445058321	6.604683312	6.516141987	6.63749183	6.569335143	6.502999291	6.506908187	6.397283287	6.482000266	6.496395516	6.512323894	6.570388906	7.10769344	7.002776931	6.80009988	6.403788394	6.385228005	6.407312313	6.413285733	6.440026517	6.479491719	6.418019342	6.439839299	6.396370333	6.501563427	6.432047316	6.461174571	6.597614589	7.531359506
hsa-miR-510-5p|MIMAT0002882	6.728504618	6.786071125	7.135019858	6.703074621	6.687950001	6.747606985	6.698141151	6.706430447	6.764824909	6.6698152	6.70183359	6.835490354	6.756786084	6.704421419	6.816462552	6.638358804	6.643187726	6.548095525	6.664179153	6.598367382	6.746215909	6.676391603	6.564146502	6.520779585	6.722127923	7.405510894	6.594360845	6.748272889	6.718832294	6.951382358	6.621520455	6.875530626	6.91828289	6.872438009	6.752970021	6.715780691	6.745620533	6.813088349	6.677638923	6.673553553	6.829639821	6.65051682	6.714928142	6.759070224	6.86599717	6.779132913	6.673693911	7.132435916
hsa-miR-511-5p|MIMAT0002808	6.482130165	6.48897644	6.365315417	6.474457333	6.452933073	6.498911337	6.540134024	6.40234964	6.430994276	6.448978358	6.471509897	6.459273886	6.462298142	6.510679878	6.470589408	6.414127488	6.437662034	6.417747151	6.33942166	6.397449625	6.47622381	6.440898185	6.556888501	6.551667496	6.447261993	6.447221182	6.361374941	6.415720397	6.581620945	6.40955694	6.488372227	6.414301617	6.34280024	6.357666024	6.378836242	6.313651043	6.381128211	6.401315726	6.385959751	6.421902463	6.578958392	6.364374135	6.424453615	6.458121504	6.395794677	6.429686407	6.477984128	6.447621634
hsa-miR-512-3p|MIMAT0002823	6.276686607	6.427662862	6.440768809	6.591978148	6.50147693	6.501026639	6.358479107	6.490101596	6.49920497	6.518262658	6.539735494	6.48630474	6.744787816	6.580420778	6.52130817	6.492939157	6.499769459	6.585831335	6.456766433	6.602316135	6.621520445	6.610244158	6.63378302	6.699472095	6.528251169	6.448399869	6.443871228	6.499031033	6.611900651	6.447247771	6.635555956	6.467035545	6.421430719	6.45250807	6.478360426	6.383780747	6.466075253	6.486312938	6.444854329	6.475760666	6.543998049	6.500633045	6.476327853	6.533726942	6.371731864	6.354436964	6.604423981	6.624615371
hsa-miR-514a-3p|MIMAT0002883	6.477579572	6.483605967	6.40162556	6.349953879	6.352768685	6.434113574	6.446888981	6.413199621	6.332284003	6.352683633	6.34585587	6.346814463	6.39653359	6.38167708	6.417783666	6.34540148	6.325566249	6.435428795	6.337237512	6.361491287	6.42015936	6.378267678	6.536540058	6.533411672	6.35441848	6.357256741	6.40408701	6.47127008	6.427377608	6.438703265	6.456295068	7.208512288	7.029999981	6.845964426	6.380877489	6.45198181	6.300371952	6.439401905	6.391277189	6.439946691	6.468495791	6.449003993	6.326712155	6.379461554	6.318099178	6.401710779	6.357270373	7.341078212
hsa-miR-515-3p|MIMAT0002827	6.161480083	6.24710687	6.329281009	6.458230374	6.418694334	6.392072472	6.330647156	6.377293266	6.429582376	6.405918337	6.394862175	6.422103968	6.463695924	6.484949917	6.425128154	6.374088388	6.389378296	6.321819654	6.366919793	6.412942584	6.349909071	6.37533648	6.522400832	6.503751486	6.392145249	6.480289227	6.259618291	6.397933062	6.493491992	6.364326997	6.439257138	6.382640393	6.369083469	6.327484459	6.335833929	6.328607048	6.389690636	6.358486069	6.340712061	6.361539706	6.328436626	6.340446464	6.359135492	6.459366001	6.348444949	6.411217763	6.446154671	6.432686011
hsa-miR-515-5p|MIMAT0002826	6.235378177	6.265227873	6.261827339	6.295802778	6.25348281	6.260219669	6.280142501	6.240818779	6.272293371	6.243636293	6.253029382	6.248225725	6.457606932	6.363477544	6.303788748	6.221469804	6.22762483	6.289589725	6.255359857	6.352539135	6.154066137	6.27629508	6.295383852	6.322265997	6.223376683	6.314064045	6.248641657	6.240357273	6.288205951	6.180740903	6.333012966	6.292091444	6.275887329	6.221683636	6.172522051	6.238075094	6.251886856	6.244465978	6.264727691	6.253449004	6.232786334	6.263119946	6.150979563	6.244652818	6.304164756	6.293489941	6.28397869	6.47991967
hsa-miR-516b-5p|MIMAT0002859	7.053521846	7.186027433	6.777605561	6.732931426	6.762848445	6.789090127	7.207393071	6.824606337	6.672147237	6.641626657	6.793019702	6.762625308	6.894802271	6.731788198	6.868631668	6.759623751	6.738367311	6.56256355	6.687500609	6.656992949	6.97116487	6.593565704	6.506544338	6.576801515	6.784840794	7.328467184	6.746980502	6.974342638	7.081701104	6.797429161	6.625738604	7.047639108	6.944480747	6.8297802	6.758202252	6.988215955	6.806279353	6.844750024	6.764107819	6.747408852	7.571344126	6.774059217	6.621739337	6.744356951	6.853828316	6.718880132	6.716410049	6.777916275
hsa-miR-517a-3p|MIMAT0002852	6.395507986	6.476083993	6.357932882	6.407488209	6.445643195	6.35553098	6.347467968	6.356942386	6.407957407	6.438731779	6.408724729	6.39481675	6.47175294	6.443345238	6.39273775	6.365524991	6.355636606	6.379713786	6.342514846	6.383843251	6.492844325	6.320140723	6.361129874	6.382163012	6.372361507	6.287582528	6.289921595	6.366807847	6.380643886	6.349557701	6.388218342	6.418890096	6.330150181	6.314956004	6.34368153	6.34092011	6.287660209	6.494453544	6.341445056	6.360521954	6.436094416	6.33900395	6.300667865	6.400936521	6.362640686	6.365651302	6.340830821	6.354736191
hsa-miR-517c-3p|MIMAT0002866	6.522521719	6.537346126	6.394613589	6.732167673	6.466473241	6.448165364	6.841905455	6.513279148	6.499462284	6.41011907	6.460515031	6.448162908	6.515399742	6.5021178	6.479678367	6.456984871	6.421222398	6.512829399	6.51714935	6.508992097	6.537668849	6.546009327	6.561425272	6.59113741	6.427602657	6.319713352	6.449701977	6.508959654	6.532396382	6.565165502	6.532765786	6.460392548	6.340393746	6.418592695	6.452426634	6.697336271	6.334868582	6.763394364	6.463231338	6.317887431	6.571233322	6.461072931	6.442460823	6.509236095	6.413127808	6.466578281	6.477537057	6.444994192
hsa-miR-518a-3p|MIMAT0002863	6.425615767	6.452806281	6.333907702	6.387891771	6.420000458	6.338816289	6.409029315	6.404873726	6.356420504	6.407994755	6.386517151	6.432915493	6.428621721	6.418288256	6.391550704	6.373303079	6.32983941	6.368527642	6.582870021	6.321810827	9.878216693	6.361468103	6.430073943	6.460261201	6.346795053	6.317009856	6.223648609	6.375750096	6.446539919	6.292406272	6.442759321	6.345634795	6.346598406	6.326193355	6.277215337	6.276359114	6.344427311	6.311163834	6.329188824	6.373104713	6.490450956	6.362817332	6.249607892	6.380349641	6.359873856	6.350400354	6.327862092	6.391594989
hsa-miR-518b|MIMAT0002844	6.63797161	6.752818072	6.624379361	6.717358203	6.685271929	6.686774733	6.612097227	6.615191171	6.696724081	6.672553648	6.723048192	6.740778334	6.768104475	6.853862417	6.719719845	6.616423956	6.626505942	6.731195807	6.624116301	6.674660374	6.759629844	6.727054807	6.762932822	6.787433587	6.623810656	6.503948849	6.615622922	6.703115996	6.831146421	6.706437793	6.69494581	6.638986337	6.666408091	6.594888106	6.586363109	6.51465545	6.621032972	6.639056461	6.607656743	6.620372302	6.742948744	6.649203026	6.629583233	6.672608945	6.681944414	6.766200264	6.61454179	6.694829833
hsa-miR-518c-3p|MIMAT0002848	7.453197405	7.193573325	7.130211037	7.256883208	7.146042636	7.287508594	7.213160457	7.235496629	7.098995218	7.122783118	7.333760805	7.310415734	7.287743847	7.292025216	7.350536094	7.190655946	7.204985209	7.169496286	7.251171157	7.229892978	7.254952601	7.204607563	7.411218855	7.450215561	7.20889869	7.787477995	7.032852278	7.39915069	7.595181618	7.350436231	7.263407505	7.249168137	7.24274643	7.288490198	7.212332809	7.273176584	7.5343768	7.771734548	7.181911486	7.335734582	7.588126055	7.17067613	7.268709753	7.318743768	7.706945721	7.414875347	7.213543838	7.253660695
hsa-miR-518d-3p|MIMAT0002864	6.230062054	6.256091791	6.411121143	6.520912988	6.465563467	6.389840693	6.154662019	6.306609424	6.525056635	6.530781109	6.442929202	6.434368475	6.496851909	6.528171178	6.560294819	6.427064589	6.36022594	6.440542175	6.302891587	6.439140813	6.477416108	6.355623768	6.493198129	6.471274575	6.494384965	6.776456414	6.393403194	6.453293293	6.505491506	6.419545426	6.419589329	6.388809345	6.349419284	6.345507114	6.370953561	6.22127187	6.334262525	6.498426946	6.392437657	6.437247155	6.312603019	6.32956073	6.3936445	6.443685045	6.403209356	6.422637124	6.411581876	6.372216491
hsa-miR-518e-3p|MIMAT0002861	6.401697111	6.42921466	6.501399867	6.544806647	6.562605159	6.5864034	6.392040695	6.483533091	6.524877175	6.521647127	6.575956655	6.492745189	6.652105211	6.591759958	6.620826966	6.512473263	6.432859745	6.523012399	6.472102757	6.523211935	6.480826403	6.512853274	6.629015456	6.600522287	6.515161148	6.532022044	6.485635901	6.522893494	6.571121734	6.425436034	6.551060467	6.587242675	6.44641883	6.46485077	6.407504891	6.391436922	6.519557271	6.745175452	6.483476797	6.380509864	6.406420875	6.47817444	6.412213179	6.511531276	6.4736356	6.503192106	6.52852904	6.602100638
hsa-miR-518f-5p|MIMAT0002841	7.200146212	7.093691857	6.864931271	6.919966993	6.771708921	6.972290977	7.250009647	6.9818387	6.71001375	6.902656237	6.926056255	6.89865712	6.83475465	6.779732547	7.031529944	6.853714376	6.94329234	6.740452027	6.930625419	6.917488668	6.948341471	6.803979288	6.495537162	6.510035252	6.851273024	7.467399202	6.713022252	7.004750956	7.561496361	6.869719316	6.666442111	6.896532498	6.906279553	6.981311533	6.966973815	6.908285419	6.990699315	7.202225761	6.894702353	6.876464422	7.460229801	6.920090636	6.803793194	6.869641781	7.086535653	6.943240592	7.157746391	6.931092691
hsa-miR-519b-3p|MIMAT0002837	6.343272272	6.383332373	6.27763848	6.747582989	7.012307994	6.41867547	6.873753491	6.496535881	6.337584627	6.413891844	6.314364752	6.32103375	6.442687007	6.381347213	6.448864699	6.29558966	6.293385746	6.360544268	6.2608641	6.387000235	6.366753013	6.377219436	6.468629701	6.411940466	6.30317904	6.276485605	6.270772087	6.373023721	6.377711745	6.31335366	6.391946629	6.35960995	6.280578448	6.279101846	6.290588916	6.743779079	6.286746696	6.924004948	6.287941118	6.306181274	6.350758893	6.307252711	6.221948893	6.424526112	6.252157244	6.33162547	6.354440101	6.360637659
hsa-miR-519c-3p|MIMAT0002832	6.407870291	6.478513152	6.400677163	6.455704517	6.447526965	6.430994824	6.432215764	6.422191384	6.414063	6.720835707	6.474367718	6.448081945	6.500758543	6.478482719	6.473159783	6.438124722	6.422917866	6.444014257	6.425016266	6.453532586	6.474238744	6.441948772	6.512395991	6.505119046	6.480844913	6.323344058	6.377115042	6.436623399	6.554525518	6.404767258	6.51321742	6.433725611	6.409553352	6.426698057	6.408597093	6.422808112	6.362211759	6.467051708	6.42666117	6.466058308	6.504712354	6.428760942	6.380683265	6.471219912	6.430189764	6.369910019	6.46221116	6.42801956
hsa-miR-519d-3p|MIMAT0002853	8.019088545	9.332711637	9.626891428	9.876532096	9.826558198	9.428094639	8.418692218	9.658952638	9.455546225	9.481542416	10.05732277	9.023777895	9.380780004	9.970142392	8.728705678	10.08980978	9.477241225	10.23697997	8.951538346	9.539867619	9.143963633	9.29993709	9.074654725	8.290199702	7.927777824	7.645730944	7.719279201	7.889846815	7.618083748	8.323063231	9.880036395	10.48557948	8.664400512	8.720573342	9.131853046	10.04461023	9.070405179	9.843132293	9.142495339	9.202329715	7.254281798	9.64040398	8.52097984	9.113007759	7.992420061	8.210082266	8.620580773	8.694443759
hsa-miR-519e-3p|MIMAT0002829	6.99174969	7.105353486	7.128708562	7.315337793	7.309129237	7.292409091	6.684035481	7.288981212	7.196918837	7.297207424	7.34108214	7.285266251	7.328380993	7.286403999	6.97020712	7.258500304	7.180621437	7.200779784	6.984060571	7.144147535	7.025275236	7.164022701	6.988394528	6.823512978	6.841425862	7.18381487	6.813099218	7.01456492	7.280578279	7.153769638	7.27967412	7.285252927	7.071109653	7.156194149	7.029112191	7.230301226	7.036734839	7.387974489	7.077474916	7.103468283	6.784180819	7.426003055	7.063777651	7.129142944	6.998538155	7.046992968	7.026166456	7.097349123
