miRNA	N_COLON_1	N_COLON_3	N_COLON_4	N_COLON_5	N_PAN_1	N_KID_1	N_KID_2	N_KID_3	N_BLDR_1	N_PROST_1	N_PROST_2	N_PROST_4	N_PROST_6	N_PROST_7	N_PROST_8	N_UT_8	N_LUNG_1	N_LUNG_3	N_BRST_1	N_BRST_2	N_BRST_3	T_COLON_2	T_COLON_3	T_COLON_4	T_COLON_5	T_COLON_7	T_COLON_9	T_COLON_10	T_PAN_1	T_PAN_2	T_PAN_4	T_PAN_5	T_PAN_6	T_PAN_7	T_PAN_8	T_PAN_9	T_KID_1	T_KID_3	T_KID_4	T_KID_5	T_BLDR_1	T_BLDR_3	T_BLDR_4	T_BLDR_5	T_BLDR_6	T_BLDR_7	T_PROST_1	T_PROST_2	T_PROST_3	T_PROST_4	T_PROST_5	T_PROST_6	T_OVARY_1	T_OVARY_3	T_OVARY_4	T_OVARY_5	T_OVARY_6	T_UT_1	T_UT_2	T_UT_3	T_UT_4	T_UT_5	T_UT_6	T_UT_7	T_UT_8	T_UT_9	T_UT_10	T_LUNG_1	T_LUNG_2	T_LUNG_3	T_LUNG_4	T_LUNG_6	T_MESO_1	T_MESO_2	T_MESO_3	T_MESO_4	T_MESO_5	T_MESO_6	T_MESO_7	T_MESO_8	T_MELA_1	T_MELA_2	T_MELA_3	T_BRST_1	T_BRST_2	T_BRST_3	T_BRST_4	T_BRST_5	T_BRST_6
hsa-miR-124-3p|MIMAT0000422	7.56507	6.85518	7.5718	7.54103	7.11842	9.40244	9.22103	10.264	6.3203	7.23376	7.45917	6.11943	5.87749	6.23413	8.34688	5	6.59561	6.28551	6.32971	6.63761	6.2813	5.01773	7.22099	6.24569	6.23071	5.82326	5.86085	5.79601	6.44399	6.12505	6.9254	6.53381	5	5.20008	6.34336	5.84717	5	5	5	5	7.16514	5.34993	5.00202	5	5	5.2668	6.51444	6.43119	6.00032	5.61985	5.18563	5.43482	5.72235	5	6.20473	6.59288	5.7739	6.60293	7.73726	6.61876	5.70287	5	5	5.26702	5.7004	6.61414	6.89386	5.72901	5.34721	5	5.52645	5.58592	5	5	5	5	5	5	5	5	5	5	5	5.91441	7.53335	6.16489	5.48869	5.60531	6.05718
hsa-miR-125b-5p|MIMAT0000423	11.5419	11.3294	11.5706	11.5891	10.7908	11.7135	11.421	11.602	11.5907	12.1271	12.0817	12.1909	12.0797	12.0777	12.1002	12.1486	11.1848	11.7105	12.1543	11.9952	12.0203	10.3929	11.4748	7.23251	9.96664	10.8536	9.90041	9.8517	12.0909	11.0026	11.9496	12.0559	11.1548	11.66	11.8788	11.9483	6.67633	10.0911	8.83116	9.45753	8.94403	10.9977	9.40719	11.3367	5	10.6693	11.706	11.7742	12.2239	11.7999	12.1703	11.139	9.12289	9.98687	12.0178	12.0404	8.7158	12.0748	11.8297	11.5451	7.81051	11.8507	12.16	11.38	10.5357	11.2266	11.9008	9.40135	11.1932	10.1869	10.1016	11.0118	10.9647	10.346	10.4744	11.6082	9.06916	9.67703	11.6118	9.24377	10.9393	9.97173	9.63103	10.9971	8.51792	9.68912	9.69876	8.85962	10.2615
hsa-miR-7-5p|MIMAT0000252	6.3749	5.6457	6.6991	6.5118	9.1174	5.8529	5	5	8.5442	5.7999	6.8268	5.2787	5.0526	5.3272	5.5679	5	5.1258	5.5823	5	5.1806	5	6.4165	6.3779	5.8737	6.3536	5.7746	8.6273	6.4505	9.9793	6.7822	9.3454	8.805	5.0715	8.7987	8.5802	8.4333	5	5	5	5.7262	7.5643	6.6134	5	5	5	5	5	5	5	5	5	5	5	5	5.7479	7.5082	5	5	7.3149	7.4468	5	5	5	5	5	5	6.0796	5	5.5418	5	5	5.4507	5	5	5	5	5	5	5	5	5	5	5	5.3294	5.0831	5	6.4002	5	5.1007
hsa-let-7g-5p|MIMAT0000414	10.6503	9.87166	10.7517	10.5554	10.6003	11.103	10.373	10.3144	10.3483	11.1385	11.1436	10.9787	11.3571	10.8194	10.9363	11.3057	10.0056	11.2944	11.0609	11.2635	11.2069	9.27084	9.92473	8.92171	9.84289	9.75595	9.1431	9.36004	9.44662	9.68018	11.2613	10.9959	8.53573	9.80127	10.7673	9.47225	9.29802	9.07764	8.47871	8.99856	10.0106	9.318	8.61296	9.19544	5.80304	8.99587	8.91007	9.09653	7.67378	8.38828	9.37351	9.47202	8.07962	8.66495	9.00914	9.95101	9.08312	9.3596	11.1483	11.1544	8.36797	10.1416	10.4435	7.88736	9.17379	11.1553	10.9419	9.16573	9.80872	8.43992	9.79189	8.75753	8.78014	8.01202	8.5997	9.36239	7.85165	6.35179	8.19987	5.75256	8.33995	8.1546	8.5335	9.28364	9.11353	8.82	8.56669	8.72912	10.0011
hsa-miR-16-5p|MIMAT0000069	11.6388	11.6452	11.7482	11.8599	11.4602	11.768	11.5176	11.5553	11.1659	11.7545	11.6338	11.8918	11.8766	11.6036	11.8592	11.6543	11.9934	11.8829	11.7393	11.7166	11.76	10.6092	10.6214	9.98101	11.6116	11.3053	11.1278	11.0926	10.9057	11.4432	11.754	11.877	9.61211	10.5389	10.9901	10.7983	8.42233	10.6034	9.10467	9.69582	11.6398	10.7828	10.9276	10.0101	8.72233	10.6781	10.6037	10.2181	9.52067	10.4374	10.7987	11.2024	9.23887	10.2382	11.2806	9.89208	10.8595	9.40176	11.1169	11.3841	9.51409	11.4007	11.289	9.14706	10.4543	11.8488	11.6808	10.5014	11.3054	10.6636	11.0079	9.64314	10.4964	9.39053	10.842	11.4648	10.047	7.72263	10.5561	7.7739	10.5404	10.5638	10.9117	11.2688	11.5161	10.7912	10.1745	9.47404	11.5166
hsa-miR-29b-3p|MIMAT0000100	11.6692	11.8113	11.8308	11.8535	11.6828	11.8464	11.796	11.8623	11.6968	11.94	11.8803	11.9945	11.8942	11.7692	11.9653	11.9664	12.0135	11.8467	11.9037	11.774	11.82	11.3543	11.4312	11.1374	11.4778	11.6717	11.5689	11.4872	11.9383	11.5898	11.8965	11.8485	11.1517	11.613	11.7204	11.8962	10.2255	9.99316	8.49001	11.7668	11.8064	11.2894	10.8142	11.2804	9.23049	11.2754	10.2982	10.1831	9.40711	10.2362	11.778	11.6663	9.9645	10.7672	11.5333	11.6166	11.7908	11.5968	11.8882	10.9313	9.39495	11.6861	11.8475	9.02984	9.98975	11.6271	11.0359	10.0613	10.9214	9.41724	10.7984	10.4052	10.2996	10.2108	10.1548	10.4088	11.3076	6.69675	11.0334	6.56944	10.6125	10.6424	9.94665	11.5871	11.7565	11.4686	11.998	11.5188	11.2586
hsa-miR-99a-5p|MIMAT0000097	8.56069	7.55021	8.59907	8.18122	8.19866	10.5295	9.3245	9.82044	8.03557	11.6764	11.5589	11.8067	11.8024	11.2133	11.3419	11.5395	8.40099	9.65129	11.4566	11.5188	11.3932	6.49227	8.05183	5	6.32382	6.56182	6.44125	5.94802	9.24984	7.09049	10.0953	10.1135	6.80981	8.50439	9.19258	9.18792	5.56193	8.00222	6.27435	7.04437	6.99665	7.67283	5.95796	8.25796	5	7.33927	9.8612	10.2325	9.79559	9.7997	11.0214	7.43123	6.47767	6.72586	8.29945	10.3088	7.04954	10.3516	10.2473	8.90393	6.64764	10.7907	11.3186	8.37421	7.79691	8.65379	9.45628	6.96124	7.75397	7.98885	6.17595	6.16581	6.96993	5.71434	6.66222	8.8672	5	6.72263	7.63009	5	5.51533	5.77583	7.38444	8.00376	7.00851	7.5183	7.21185	5.11291	7.11238
hsa-miR-92a-3p|MIMAT0000092	9.3993	8.63555	9.81771	9.34286	10.0962	10.166	9.1713	8.90837	9.56482	9.87056	9.82718	9.07575	9.83357	8.83569	9.65573	9.64954	9.00863	10.3345	10.3732	10.6806	10.1724	8.97388	9.35896	8.66523	10.1666	10.0678	9.73584	8.36755	8.42988	8.61367	10.2616	9.65396	7.71014	8.12744	9.24289	8.32372	7.82234	7.7673	7.36304	7.46877	10.4549	8.92351	8.73871	6.87564	5.75998	8.19165	8.73401	8.23324	7.47593	8.54514	8.57504	8.51254	7.22621	8.41392	10.4731	10.9981	8.05736	8.56851	9.96504	10.582	7.87955	7.86193	9.31408	8.85709	8.76581	8.97658	10.4637	7.75319	9.27194	8.24159	8.40413	8.80967	8.16582	7.3073	7.8195	8.64809	7.39622	6.65704	7.86705	7.79492	8.14157	7.63984	9.76559	8.71027	8.18431	8.35577	7.34746	8.36726	8.56016
hsa-miR-146a-5p|MIMAT0000449	10.6244	9.6536	10.9306	10.4826	8.91572	10.4198	9.37846	9.06805	10.5543	9.02983	10.4795	9.21162	10.3369	9.19039	9.86244	9.21418	10.9982	10.8203	10.5903	10.7053	10.1595	10.97	11.304	11.1867	11.243	9.67986	9.98035	10.6759	11.5479	9.66448	11.3433	10.9969	9.25018	10.9167	11.0451	10.296	10.1724	9.78654	9.15025	7.36228	11.4869	10.1246	9.28992	9.23051	7.67442	9.59483	8.84838	8.74781	8.13111	9.21967	9.25566	11.5081	9.57993	9.42429	9.81649	9.63571	9.95643	9.27941	11.1665	9.2057	9.30467	8.8965	9.76039	9.42754	9.79585	11.3296	10.045	10.4849	11.2274	10.1963	10.9257	9.22552	9.58977	8.82797	9.01675	9.59652	10.5222	7.72263	8.72692	7.24886	9.15594	12.2488	12.1123	11.6233	7.89524	10.8598	10.2621	8.7733	10.4462
hsa-let-7c-5p|MIMAT0000064	11.9289	11.6147	11.9466	11.8709	11.9249	11.8484	11.9734	11.8533	11.9727	12.1987	12.2364	12.3183	12.2944	12.103	12.2758	12.3941	12.3313	12.1725	12.2882	12.204	12.2256	11.5332	11.9636	11.8298	11.7352	11.8492	11.1968	11.251	12.0193	11.6887	12.1259	12.1499	11.6941	12.0076	12.0493	12.2452	11.7674	12.0426	11.8097	11.2109	11.9017	11.2692	11.6096	12.0231	9.52936	11.5479	11.7259	11.9815	12.4263	11.8147	12.0544	11.9452	11.0195	11.3016	11.5453	12.042	12.0423	12.214	12.5904	12.0243	11.2176	12.0866	12.3464	11.0025	11.8668	12.1289	11.9278	11.4848	11.648	11.5788	11.4256	11.6176	11.389	11.0075	11.3872	11.7426	11.1097	10.863	10.8956	9.70768	10.859	11.0403	10.9944	11.8065	11.8028	11.8224	11.1039	11.9222	12.1018
hsa-miR-99a-5p|MIMAT0000097	5	5	5	5	5	5	5	5	5	5	6.3689	5	5	5	5	5	5	5	5.6048	5.5077	5.8951	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5.2773	5	5	5	5	5	5	5	5	5.0708	7.2578	6.9039	5	5	5	5	5	5.3011	6.3391	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5.1666	5	5	5	5	5	5
hsa-miR-1-3p|MIMAT0000416	11.5344	11.4035	11.8965	11.5437	8.03782	7.62402	7.60658	6.74847	7.69383	12.1868	12.0417	11.933	12.0793	11.8401	12.1708	12.1846	8.6048	9.79115	6.61231	6.65973	7.19672	7.74822	11.3218	6.77267	7.45506	7.84697	7.58593	9.10002	5.56835	5.70716	5.70487	10.4874	5.33457	5.6177	6.67626	5	5	6.04043	5	5	5.71716	7.77223	7.59419	11.9952	5	10.0116	8.85983	8.75471	7.81518	8.12814	10.6407	5.80614	5	5	5	7.48053	5	8.58869	10.2743	6.08924	5	11.7016	11.6158	5.60725	5.03137	8.19463	8.91505	6.30173	6.89964	5.74784	5.5774	5	7.31328	5	5.15499	5	5	5	5	5	5	8.05117	5	5	5	5	5	5	5
hsa-miR-30b-5p|MIMAT0000420	9.86789	9.42381	10.1038	9.39918	10.0737	11.7243	11.5275	11.4853	9.23834	10.5723	10.4022	10.2755	10.6261	9.74755	10.2864	8.99974	10.1813	10.9708	9.47415	10.4662	10.6099	7.76641	8.64521	6.6492	8.38888	8.62719	8.44429	8.19763	8.89799	8.91708	10.2689	10.0384	7.185	7.91472	8.37602	8.68134	9.67633	8.76882	7.9439	8.96456	10.9297	9.29548	7.20883	7.71653	5.5332	8.22691	9.43671	8.48648	8.58177	8.76061	9.53274	7.96368	6.78171	9.09834	9.01061	8.81662	8.03905	9.1192	10.2764	8.88551	5.99053	9.39078	9.59337	7.89731	7.93055	10.1391	9.8131	8.6432	9.35891	8.09688	8.51402	7.34698	8.36586	6.33623	7.54556	8.09809	6.02063	7.18962	7.73581	5.09912	7.71202	8.15848	9.38591	7.73997	9.63412	8.46925	7.18383	6.80012	8.43043
hsa-miR-130a-3p|MIMAT0000425	9.00956	8.44145	8.66223	9.10085	8.62181	10.9173	9.72955	9.71435	8.76833	10.2494	10.136	10.235	10.7003	9.68075	9.89318	10.8482	9.44897	10.4913	11.0759	10.9848	10.556	7.18089	8.5523	6.34084	7.39502	8.36233	7.13747	7.18068	8.761	7.98273	9.05638	9.53018	7.29861	8.23445	8.74143	8.72759	7.65022	7.29758	6.11419	7.92293	7.64481	8.12287	6.71492	7.43797	5	7.15314	7.7365	7.93525	7.07221	7.24313	8.54566	7.77529	9.19172	9.1048	10.3204	10.3237	7.98267	9.20387	10.6737	9.40772	6.58287	8.72065	10.2627	7.53898	8.3271	8.05682	9.39078	7.70235	8.12153	6.68072	8.19313	7.5764	8.00935	8.15765	7.62437	8.77616	7.42519	7.43632	8.76759	5	5.46586	6.58125	5.44027	7.54668	5.7443	6.94335	6.50576	5.63966	6.90026
hsa-miR-142-3p|MIMAT0000434	10.477	10.7257	11.479	10.955	7.73108	9.76752	8.17621	7.98254	10.8078	9.47239	9.891	11.1632	11.0988	9.10641	8.84299	9.0334	10.7179	11.5537	10.2543	10.3464	10.4795	10.0976	10.1102	11.0675	10.0774	11.0156	10.0922	10.6292	10.2317	10.1656	10.9675	11.9	8.09431	10.3893	10.9695	9.28256	5	5.9308	6.48776	7.13654	10.8601	10.3743	9.56282	10.0309	5.80304	10.2701	5.35261	5.16391	5	5.13443	9.40875	10.5729	8.39862	9.14369	7.83034	8.68614	10.328	7.57719	11.0695	9.4193	7.66687	7.11777	8.72288	7.08747	9.42094	8.24164	10.4433	8.57926	9.50864	7.32327	9.32299	8.07946	8.05904	7.88782	8.40176	8.58858	9.71169	5.03813	8.40889	5	9.54392	9.40668	8.45903	11.6864	6.98476	9.77949	10.1953	8.61828	10.1602
hsa-miR-137|MIMAT0000429	5.7816	6.1117	6.2605	5.9464	5	5	5	5	5	5.673	5.8298	5	5	5	5.8332	5	5	5	5	5	5.2658	5	5.4034	5	5	5	5	5	5.3535	5	5.0602	5.6927	5	5	5	5	5	5	5	6.0037	5.3433	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5.8865	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6.4548	7.453	6.6356	5	5	5	5	5	5	5	5	5	5	5	5
hsa-let-7i-5p|MIMAT0000415	9.53855	8.82365	9.9225	9.22992	9.37364	10.4623	8.81524	9.12186	9.4811	9.7345	10.2828	9.77583	10.3092	9.36158	10.0938	10.5709	8.60709	10.4475	10.3638	10.4827	10.6512	9.16469	9.33788	7.41852	9.21574	8.2363	8.98087	8.69218	10.1841	9.41067	11.0457	10.7134	8.61661	9.51167	10.0138	9.52331	6.97347	7.86704	6.55814	8.73553	10.4844	8.93084	8.33905	8.04596	5.20101	7.91728	7.31315	7.08857	6.45688	6.51775	7.99299	8.12807	6.34902	7.17407	8.80507	9.13814	6.9297	8.64758	10.3149	9.98809	6.69608	8.85112	9.91097	6.9316	7.80537	9.9298	9.3994	8.19102	9.38543	7.88638	9.26836	8.39111	8.22227	6.79234	8.56498	9.52879	7.23213	6.4007	7.73802	5.14351	8.11106	8.72436	8.6442	8.04094	7.83343	7.70289	7.53378	7.46628	9.66012
hsa-miR-100-5p|MIMAT0000098	9.26146	8.3682	9.18354	8.94274	8.40386	10.6957	9.50875	9.92143	8.53219	11.5112	11.3925	11.5263	11.5857	11.1124	11.2307	11.2705	9.30981	10.2922	11.3452	11.2917	11.1277	7.71466	8.85227	5.74973	7.66959	8.37598	7.28383	7.07087	9.72931	8.22002	10.6429	10.5511	7.54284	9.22055	10.0781	9.54593	5	8.11631	7.9764	6.88007	7.25789	8.24348	7.09648	8.99954	5	7.96387	10.0998	10.1739	9.88528	9.98329	10.842	9.96803	7.07849	7.65323	8.7461	10.3861	7.0071	10.3151	10.1382	10.0075	5.25356	10.4215	11.1395	8.28608	7.8673	8.40803	9.47373	7.83382	9.09833	8.22428	8.00377	8.3425	8.24474	8.92293	8.48859	10.7496	6.52759	6.2664	10.5511	8.18481	9.19694	6.77583	7.54232	8.10555	6.21143	7.57349	7.2663	6.05682	7.26978
hsa-miR-106a-5p|MIMAT0000103	8.98576	8.57647	9.04493	9.11145	8.91572	10.3136	9.00462	8.98586	8.62053	9.541	9.30304	8.97817	9.14247	8.81374	8.80326	7.95423	8.59561	9.11307	9.48235	9.60215	9.43632	8.29415	8.24735	8.96815	9.44818	8.80924	9.26847	8.04862	8.64517	8.401	8.71297	8.90136	6.86383	7.12608	7.59534	7.60152	7.0946	7.10914	6.50568	7.37429	10.8281	9.06413	8.1513	7.10157	6.41602	7.85467	8.23155	7.6023	6.90229	7.8125	8.03306	7.56185	7.89484	8.53162	10.0943	10.1438	8.8021	7.49405	9.77361	9.62321	6.8508	7.09352	7.70403	7.48722	7.42644	8.42085	9.41437	7.72901	8.20098	7.70295	8.53643	7.29684	7.4881	7.00712	7.3419	7.80383	7.11255	6.1183	6.83224	5.03772	7.51533	7.87985	9.13197	8.10204	7.19082	7.72046	7.66115	7.43972	7.74427
hsa-miR-10a-5p|MIMAT0000253	10.6491	10.3231	10.696	10.8278	8.04868	11.6295	11.2371	11.4031	8.68047	8.65767	8.44579	7.67977	7.75302	8.07767	9.91996	10.6774	8.74853	9.8984	10.5519	10.4368	9.8538	9.79383	9.68284	8.38617	11.4733	10.4234	9.56583	8.30165	9.00477	8.84958	10.951	10.9338	8.57674	9.5251	9.87789	9.61335	9.81575	9.02145	8.62321	8.07166	11.0674	7.18682	6.33905	6.67436	6.57356	6.9061	6.78441	6.77418	6.24214	5.7152	6.78408	7.69066	7.49803	7.67849	9.82448	9.16526	8.54093	9.77159	10.3956	11.8479	8.31689	8.62239	10.3888	8.65788	9.95832	11.5151	11.4796	7.18363	8.03509	7.8967	7.32163	8.81373	8.16145	7.52169	7.78797	8.64043	6.43377	6.96413	9.64786	5.70398	6.39715	7.26318	7.04772	8.02618	8.14334	6.63779	6.066	7.81147	7.1392
hsa-miR-122-5p|MIMAT0000421	5	5	5	5	9.7741	5.3469	5.0007	5	8.2542	5	6.3526	5	5.3327	6.7196	5	5	5	5.3465	5	5	6.6783	5	5	5	5	5	5	5	5	5	5	5.1284	5	5	5	5	5	6.9893	5.8453	5	5.1478	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6.8936	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
hsa-miR-126-5p|MIMAT0000444	9.6686	9.41259	9.39459	9.83076	8.9006	11.1289	10.3845	10.8297	10.3246	10.6065	9.72046	10.2202	9.79443	9.03345	10.1967	11.5145	11.8563	11.5897	11.3212	11.2405	11.1872	9.15264	9.76934	7.45301	8.50515	8.85674	8.73366	8.29537	7.84846	9.10029	10.3848	10.2941	6.94839	8.52818	10.1554	8.65036	6.33487	11.0886	10.1091	8.42711	8.97714	8.32296	7.83852	9.38417	5	8.20197	7.23085	6.65661	5.85648	6.39746	8.15483	9.09325	6.3639	5.98765	6.97632	8.41825	7.12092	10.0112	11.4289	9.25342	5.6686	8.29834	10.6924	7.54532	8.56494	8.0861	8.96381	8.90119	10.0331	7.39055	8.9084	7.5591	7.13229	5.52627	7.79738	7.55122	6.16502	5	6.75562	5	6.90996	8.39191	6.96087	8.88608	8.86954	8.18781	6.47719	7.43972	9.26109
hsa-miR-130b-3p|MIMAT0000691	5.3783	5	5.5109	5.7179	8.0364	5.6281	5	5	5.6396	5	6.4668	5	5	5	5	5	5	5	5	5	5	5	5.0356	5	5.9868	5.4319	5.6505	5	5.4334	5.2555	6.1804	5.528	5	5	5	5	5	5	5	5	6.2453	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5.4805	5	5	7.1363	5.3335	5	5	5	5	5	5.408	6.2936	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
hsa-miR-134-5p|MIMAT0000447	5	5	5	5	5.4673	5.2104	5	5	5.1417	5	6.7069	5	5.7242	5	5.341	5	5	5	5.5642	6.3061	5.6145	5	5.2831	5	5	5	5	5	6.2924	5	5.5054	5.8312	5	5	5	5	5	5	5	5	5.1005	5.393	5	5	5	5	5	5	5	5	5	5	5	5	5.1523	6.099	5	5	7.2961	5	5	5	5	5	5	5.0601	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
hsa-miR-142-5p|MIMAT0000433	9.70814	9.35723	10.0774	9.78972	5.69464	7.5895	5.96869	5.79085	8.4811	7.98267	8.77729	10.1489	10.2665	7.25007	7.20384	7.14995	9.94674	10.7947	9.11876	9.0822	8.29789	8.82182	8.28894	8.80418	8.30979	10.0112	8.69142	9.03925	8.47953	9.83465	10.0393	11.2215	5.05836	8.31159	9.33784	7.5885	5	5	5	5	9.56973	9.07114	7.55406	7.53767	5	8.74518	5	5	5.11174	5.39746	7.85925	9.75639	6.28795	7.00925	5.78969	6.3476	8.02848	6.0502	9.67577	7.01433	5.4111	5	5.67849	5.32714	7.55493	6.46362	8.70773	7.25027	8.34467	6.37956	8.27328	6.12459	7.8567	5.93673	7.84355	7.39128	7.76592	5	6.32003	5	8.85177	8.73306	7.01259	10.6302	5.5065	8.10861	8.09261	5.706	8.41953
hsa-miR-15b-5p|MIMAT0000417	10.471	9.48241	10.3088	10.1404	9.67467	10.3512	9.35637	9.48426	9.63445	10.234	10.2421	10.0748	11.0144	9.39243	10.1404	9.8145	9.94403	10.8529	9.83976	10.1838	10.1334	9.14005	8.90672	7.82188	10.1997	9.66159	9.44467	9.4491	9.32705	9.69031	10.4348	10.438	8.01128	8.49916	8.97171	9.18936	6.60335	8.21426	6.47871	7.94322	11.9496	9.75124	10.0249	8.05538	6.55352	8.50873	8.63828	7.99568	7.0822	8.05049	8.64044	9.25392	7.72955	9.04256	9.57679	7.88729	9.48984	7.63378	9.74222	10.8107	7.22555	8.59782	8.98053	7.5036	8.41127	11.1772	10.3627	9.46313	9.9642	8.97734	9.36083	9.01748	9.02001	7.82426	8.82123	10.06	8.36964	7.4007	7.91677	7.21459	9.01974	8.82552	9.30786	10.1543	10.3307	8.76432	8.40925	7.29636	10.6502
hsa-miR-17-5p|MIMAT0000070	9.13093	8.60341	9.18604	9.2857	8.98599	10.4314	9.16779	9.12713	8.80418	9.57468	9.51746	8.93617	9.1467	8.7528	8.91397	7.99435	8.6828	9.3444	9.6604	9.7435	9.56999	8.46955	8.46514	9.08179	9.8107	9.04194	9.52369	8.18748	8.70498	8.49648	8.92028	8.9832	6.29018	6.82235	7.48984	7.33156	6.9629	7.10434	5.86627	7.20536	10.9604	9.22572	8.31742	6.44037	5.97108	7.93802	8.23859	7.49475	6.65717	7.77678	7.89697	7.50316	7.68878	8.61952	10.3752	10.3652	8.72237	7.20012	9.86204	9.79363	6.55312	7.03105	7.54827	7.48062	7.16559	8.57222	9.66414	7.68779	8.32223	7.73783	8.7453	6.97026	7.3506	5.98404	7.16047	8.02515	6.60052	5.35179	6.66076	5	7.64693	7.99726	9.48077	8.21372	7.23929	7.6689	7.60416	7.13113	7.82909
hsa-miR-18a-5p|MIMAT0000072	5.9654	5.775	6.4186	6.317	6.1225	7.2564	5.2012	5.1635	6.2632	6.0288	6.537	5.4861	6.0161	5.5171	5.6276	6.0146	6.006	6.1936	5.711	6.2236	6.0717	5.2934	6.3064	5.9957	6.8973	5	7.64	5.8656	6.2367	5.5697	6.3255	6.5222	5	5	5	5	5	5	5	5	9.1908	6.7355	6.3043	5	5	5	5	5	5	5	5	5	5.166	6.7333	7.4848	9.0364	5.8952	5	7.9008	7.4816	5	5	5	5.236	5	5.4686	6.8091	5.0387	5	5	5.9625	5	5	5	5	5	5	5	5	5	5.084	5.5889	7.287	6.0225	5	5	5.2663	5	5
hsa-miR-181a-5p|MIMAT0000256	10.5654	10.4182	10.4431	10.4982	10.0465	11.0759	10.9483	11.3892	10.5562	10.6337	11.0259	11.3681	11.6245	9.48332	10.5847	10.3778	12.013	12.0373	11.5595	11.5003	11.7243	10.2922	10.3289	8.29563	10.4774	10.7684	10.2285	10.2699	11.3108	10.4757	11.2605	11.3924	10.2789	10.7715	10.1625	10.6829	11.0643	10.4722	7.96024	10.797	10.7892	10.5529	9.38864	8.36284	7.62967	9.55242	8.64941	8.26706	8.2197	8.41047	10.1799	10.9877	8.71657	9.87114	11.074	10.8729	8.29416	10.3833	10.1779	11.076	9.22201	8.84569	10.4542	10.1355	9.6913	10.874	11.8171	10.4735	10.9427	9.5722	11.1509	11.2931	9.96091	8.68192	9.47692	10.5352	8.70344	7.76993	8.4621	7.68408	9.91535	8.28466	10.2511	10.397	9.21398	9.47754	12.42	8.09445	10.1302
hsa-miR-181a-3p|MIMAT0000270	7.88232	7.18799	8.01936	8.06018	7.85428	9.26539	8.32766	8.41328	8.28101	8.09935	8.89242	8.6723	9.24635	6.54317	7.52839	7.77036	9.12417	10.0087	8.78085	8.91096	8.79433	8.31438	8.36128	6.04929	7.74207	8.34855	7.56374	7.64846	9.10917	8.57201	9.96641	8.93136	7.519	8.21801	8.77856	8.59394	9.54255	7.7673	6.62115	8.01015	8.3826	8.05671	6.77328	6.00117	5	6.86626	6.17325	5.71442	5.92466	5.66397	7.66159	8.78659	6.88327	7.19037	8.86172	8.78817	5.95224	8.06365	8.87837	10.0919	7.91945	6.5596	8.0444	8.77042	8.17215	8.32587	10.129	8.43413	8.78008	7.21399	9.16046	8.69291	7.74904	6.92639	6.9058	7.97293	6.51686	5.1183	6.04751	6.20764	6.80115	6.19423	7.69889	8.02618	6.57172	6.64517	10.3852	7.0149	7.50892
hsa-miR-199a-5p|MIMAT0000231	11.0398	10.8765	11.4441	10.1123	10.2848	10.8619	9.85909	10.1897	10.3773	11.0968	11.2935	11.669	11.7327	10.6303	11.5687	11.5373	9.51138	10.6543	11.454	11.4729	11.4103	10.4806	10.8742	7.35914	10.8305	11.1259	10.4439	9.86873	11.4737	10.797	12.0261	11.8527	11.5001	11.0315	11.0151	10.859	5	6.33085	5	8.25165	9.54454	11.1057	9.52605	8.62882	5	9.33823	8.44799	8.21101	8.03157	8.01003	11.0539	9.85188	7.40762	9.84091	11.017	11.8164	7.97993	10.4192	10.8171	10.0351	7.75606	11.2103	12.0097	10.1662	10.5347	11.4051	11.3256	8.78187	10.753	9.29818	9.39447	11.8958	8.12692	6.71434	9.79033	10.5212	6.59543	5.23077	8.69079	5.12886	9.60375	8.00014	8.66374	10.0963	9.39493	9.32967	9.38023	7.89205	10.5366
hsa-miR-199b-5p|MIMAT0000263	8.07511	7.40595	8.03941	7.79883	7.50988	6.30622	5	5	7.19437	9.06448	9.45679	9.97513	10.2737	8.49382	8.99618	9.12497	7.31122	8.33475	11.1178	11.2039	10.8883	7.55509	7.59556	5.87372	8.09641	7.21823	8.34367	7.12505	8.4821	8.22899	9.73514	10.2258	8.3291	8.3723	8.45841	7.55097	5	5	5	5.15057	6.78855	8.15242	6.44658	6.62461	5	6.58698	5.90255	5.92493	6.05203	5.76467	8.60194	7.3268	5	6.57261	7.09226	6.76542	5	8.15057	8.96334	7.20074	5	6.17666	9.54474	6.96982	8.26403	8.15526	8.00534	6.21153	8.05777	7.06634	6.54286	8.62617	5.65399	5	6.9571	6.82117	5	5	6.40052	5	7.0675	5.97687	6.08201	6.96945	6.04916	6.58505	6.01125	5	7.53801
