miRNA	BT_549	HS578T	MDA_MB_231	T47D	SF_268	SF_295	SF_539	SNB_19	SNB_75	U251	COLO205	HCC_2998	HCT_15	KM12	SW_620	A549	EKVX	HOP_62	HOP_92	NCI_H226	NCI_H23	NCI_H322M	NCI_H460	NCI_H522	CCRF_CEM	HL_60	MOLT_4	RPMI_8226	SR	LOXIMVI	M14	MALME_3M	MDA_MB_435	SK_MEL_28	SK_MEL_5	UACC_257	UACC_62	IGROV1	NCI_ADR_RES	OVCAR_3	OVCAR_4	OVCAR_5	OVCAR_8	SK_OV_3	DU_145	PC_3	786_0	A498	ACHN	RXF_393	SN12C	TK_10	UO_31	CAKI_1	HCT_116	HT29	K_562	MCF7	SK_MEL_2
hsa-miR-129-5p|MIMAT0000242	7.350519438	7.749186944	7.527296511	6.881532166	7.575435252	7.056706123	6.934954642	6.883085464	6.792648603	6.832078799	7.027444304	7.23474111	7.427649476	7.373726136	7.305324892	7.433748691	6.983049527	7.316466618	7.221410577	6.872305425	6.888247781	7.161907134	7.439932237	7.300813965	6.706512998	7.437783959	7.768231318	7.490424758	7.28259266	7.481683273	7.03457094	7.434164789	7.495482166	7.230204907	7.384994236	7.651205579	7.284955551	7.174636604	7.0560523	6.912672657	7.169120352	7.13911636	7.293731158	7.243430696	7.291365741	7.19483477	7.104464106	7.081387767	7.077870814	6.856758766	7.508924708	7.171216373	7.180496621	7.097115214	7.412374362	7.169882971	7.192318287	7.305254903	7.503312005
hsa-miR-1296-5p|MIMAT0005794	6.66149912	6.728015119	6.637288112	6.574434425	6.654309989	6.550458908	6.763086191	6.568278786	6.610385406	6.497137741	6.413972	6.608933298	6.691242049	6.658256792	6.53334555	6.560613566	6.644468502	6.559450644	6.527189618	6.567777992	6.461307064	6.87892745	6.472297688	6.544057961	6.515157161	6.472210973	6.510037868	6.593564308	6.383117971	6.670616372	6.574994702	6.4186202	6.971457046	6.647343776	6.595668416	6.582256815	6.602798533	6.644800825	6.750805634	6.463431635	6.695852779	6.583860067	6.83296324	6.677428109	6.816598822	6.786003328	6.628513322	6.394840014	6.678667847	6.514258816	6.632076868	6.516735577	6.591125466	6.541543981	6.718980099	6.664228428	6.607811101	6.675592204	6.667230483
hsa-miR-1301-3p|MIMAT0005797	8.332247378	9.27424258	9.166557271	8.487484029	9.533958405	8.913039965	8.704954511	8.693630834	8.649612882	8.797157971	8.533142257	8.721977832	9.392396462	9.314112813	8.641482638	8.906244447	9.515835727	8.566526839	9.09604827	8.444967034	9.027555234	8.681244675	9.743044983	9.540368995	8.994141952	9.515854949	9.177103618	8.412236461	8.915469919	8.393857774	8.655160348	10.17557299	9.406331007	8.54587849	9.151453293	9.923009162	9.310686609	9.892802169	9.046035369	8.158951689	9.217539955	8.746347067	9.367537479	9.274558131	9.492636894	9.118745464	8.620381174	7.950494807	9.480572943	9.059479239	8.881071141	9.060830853	8.592142046	8.928263319	9.391054903	8.887116387	8.572700995	9.15434889	9.096851385
hsa-miR-1307-3p|MIMAT0005951	7.471873357	7.19222498	7.173096101	7.310961042	6.96592794	6.676078251	7.203424382	6.915098179	6.69427044	6.819956925	7.140936827	7.078038316	7.284035204	7.558906371	7.257047404	7.098611349	7.44555548	6.74571704	6.628688338	7.066254301	7.513690723	7.109980034	7.26878585	7.502517011	7.133017439	7.012746795	7.318016002	7.276836237	7.312894911	7.152188812	7.056450615	6.593170766	7.136663334	6.888895768	7.395692804	6.855321077	7.08225342	7.291649604	6.963579718	7.2727361	7.018807455	6.934606826	7.116315136	6.770353975	7.315697534	6.96727641	7.204811693	7.062790708	7.003591888	6.958561558	6.846580906	6.850693291	6.891422593	6.946833344	7.722040384	7.539209207	7.077415417	7.411815522	7.39325813
hsa-miR-130a-3p|MIMAT0000425	9.34149898	8.624595778	9.422890401	10.49828819	9.320514816	7.972651337	9.133908894	9.52805977	8.668990374	9.04488505	6.509635567	6.622810552	6.768005767	6.810462546	6.654255834	8.988234967	9.084466814	9.912204795	8.499619046	10.16359275	9.200221236	11.40828575	8.301175796	10.47767671	7.421341706	6.437288956	8.161420566	6.512141216	6.517326027	9.12039353	9.60851247	7.516189217	8.224852731	8.042861555	7.954321146	7.894766867	7.23449988	6.43965653	10.25449	9.819691807	10.21414982	9.604625758	10.99725619	8.647645619	10.23842209	7.016247348	8.754464788	6.928300502	9.343288842	6.832496925	10.36504788	7.724587328	9.742515431	8.14350766	8.756969092	6.64032254	7.134049312	6.553119584	8.425760415
hsa-miR-130b-3p|MIMAT0000691	6.973967935	7.098985847	6.975820975	6.798059119	7.045693158	6.753917709	6.74346894	7.227533844	6.785862298	7.085694568	7.061818169	7.038417527	7.382693876	7.42740404	7.299114989	6.698797009	7.206844124	7.18936783	7.221489081	6.664203492	6.670644385	7.090665504	6.793005944	7.081734683	7.233269711	6.657567315	7.605369544	6.585072405	6.783225904	6.6585425	7.123099604	6.757181022	6.641048591	6.761781067	6.717958784	6.897819707	6.750052081	6.840431708	6.632263961	6.922859957	6.970980375	6.825122873	6.902335734	6.717687672	6.906019521	6.988857423	7.114547882	6.537628092	6.602275049	6.997600333	6.947907769	6.63623812	6.651077749	6.577121238	7.130443669	6.997395601	8.080708133	6.867615371	6.690249962
hsa-miR-132-3p|MIMAT0000426	6.599176406	6.564270015	6.555142378	6.436833373	6.568231848	6.463324496	6.435025382	6.527555253	6.45243858	6.473427631	6.419978405	6.523774546	6.550722559	6.507247683	6.721978654	6.78256014	6.559894798	6.595185463	6.637538929	6.506669009	6.855661683	6.503928202	6.564751248	6.655511935	6.316574755	6.397406209	6.45387136	6.411757643	6.531709622	6.540951981	6.585501308	6.58730725	6.568051497	6.42417281	6.474700118	6.572261274	6.47063	6.451906087	6.419902928	6.415921022	6.467798253	6.851993545	6.463145103	6.459771344	6.498206941	6.437354802	6.501921251	6.484862322	6.46393563	6.412239636	6.485069904	6.422526784	6.449169351	6.479651327	6.536192072	6.562133967	6.56655988	6.673974819	6.469022328
hsa-miR-133a-3p|MIMAT0000427	6.341358141	6.313775742	6.351789676	6.290262506	6.28257555	6.31123888	6.253115775	6.369665412	6.331121375	6.378921526	6.356859214	6.303998556	6.322947687	6.315977799	6.604301328	6.351598546	6.374352464	6.348787967	6.403755871	6.332825504	6.386736013	6.641289003	6.393048525	6.315789784	6.179841294	6.25195884	6.310597785	6.28207119	6.376941552	6.344927227	6.445218484	6.447290431	6.26558683	6.300785185	6.389840569	6.350102702	6.28170233	6.310268416	6.303854763	6.906663723	6.347324344	6.289934461	6.233709384	6.332468014	6.323274127	6.325917442	6.323324866	6.426431305	6.319551778	6.326488565	6.313179805	6.298136559	6.302745759	6.352029308	6.33429976	6.338674246	6.351253308	6.311306013	6.331655518
hsa-miR-133b|MIMAT0000770	6.40888764	6.426115391	6.407398226	6.531248595	6.344257944	6.387292686	6.385781235	6.49291017	6.417298558	6.476990269	6.574558105	6.428715458	6.378480492	6.403652666	6.862063284	6.465275153	6.340219038	6.429469586	6.51358889	6.338534615	6.512094063	6.391293125	6.416437593	6.407765299	6.164090281	6.384845715	6.402458405	6.309788634	6.441874052	6.366449865	6.549523741	6.454773517	6.357053915	6.357542535	6.646259987	6.453868072	6.343428808	6.424277054	6.319544079	6.605109256	6.436120276	6.443533592	6.433892216	6.484707725	6.392198645	6.433988938	6.383148904	6.6518138	6.411281714	6.431473159	6.444289977	6.379569284	6.412469403	6.476130573	6.392348451	6.38330213	6.431497739	6.430748701	6.405300644
hsa-miR-134-5p|MIMAT0000447	6.533160799	6.669349506	6.514509645	6.238545559	6.634447684	6.572221095	6.423749392	6.372877284	6.678731204	6.625044887	6.282185844	6.433026018	6.469981872	6.41307384	6.967806756	6.438128462	6.432369511	6.403997606	6.431773621	6.561639635	6.455539316	6.376119372	6.384467452	6.434412139	6.817818931	6.299360585	6.460379098	6.505835842	6.432307502	6.448203741	6.385918535	6.420544977	6.441866305	6.495864883	6.196776816	6.402483599	6.485970154	6.398052966	6.442180842	6.004375657	6.442280939	6.440864713	6.469002636	6.432986225	6.489518347	6.438917765	6.408601086	6.147367066	6.497968203	6.314144859	6.419951051	6.501025565	6.406847736	6.460928608	6.432800107	6.424558782	6.414409013	6.42042139	6.428422014
hsa-miR-135a-5p|MIMAT0000428	6.602776635	6.635370858	6.709597325	6.752613441	6.657230416	6.549426608	6.482219823	6.597577816	6.460891135	6.562302444	6.615389524	6.525201425	6.613133898	6.536688171	7.101225341	6.657086412	6.645488111	6.581771265	6.712988274	6.58969327	6.678150141	6.592468723	6.687462695	6.53106663	6.543261708	6.491950773	6.463824311	6.51220688	6.5536701	6.488550356	6.648404851	6.518266449	6.49580318	6.42215699	6.531943299	6.520860228	6.493463333	6.464714616	6.803505498	6.612889635	6.480620749	6.480794837	6.692214741	6.567552873	6.498779052	6.560588286	6.401396687	6.569434444	6.466512601	6.490761999	6.564351811	6.463231861	6.535189596	6.655875649	6.5800871	6.571980408	6.562062544	6.958698166	6.573368168
hsa-miR-135b-5p|MIMAT0000758	9.085979866	6.587126659	6.935887766	6.630370194	6.608104929	7.046043209	6.654690112	7.603730384	6.886739519	8.827873808	9.71664397	8.630998063	7.022093154	7.39056491	9.226676587	6.732587	6.993052642	6.740672314	7.524779318	7.02330474	6.869953073	9.6849935	6.588592709	6.567188223	6.415823262	6.514848516	6.513136092	6.47569617	7.308363123	6.597493602	7.920875741	6.96900511	6.785025012	6.694344218	8.743732147	6.732403284	6.854517263	8.322022669	6.748220615	8.963754964	8.055209215	8.904415723	6.974644389	7.291002815	7.909983352	7.155527003	7.219313249	6.891701913	7.204948448	6.751178492	7.313402288	6.67681637	7.525767551	6.72457227	8.315214294	8.56071795	6.927432861	7.963329846	7.143325274
hsa-miR-136-5p|MIMAT0000448	6.904066808	7.122754122	7.143410765	6.599912878	7.009061477	7.06589273	6.811688068	6.964684346	6.944128054	6.999666061	6.788449133	6.809299263	6.857692317	6.97754319	6.763722728	7.076673743	7.016353394	6.949209027	7.206151384	6.99228374	7.152739155	6.779696805	6.960539094	6.976404362	6.577064969	6.816740119	6.771417451	6.69793613	7.120176497	6.827170655	7.055326254	6.976733923	6.738558349	6.706797332	6.626271906	7.08748457	6.736805811	6.734703872	6.633644791	6.752339675	6.870308917	6.774882576	6.780352153	6.876320369	6.799872582	6.800087502	6.864238533	6.807349058	6.84117663	6.766593243	6.88113399	6.764744335	6.801368931	6.835219979	6.832668115	6.915624185	6.934632477	7.121678895	6.879803316
hsa-miR-137|MIMAT0000429	6.752581692	6.492278044	6.362131895	6.217741931	6.471249042	6.28775114	6.467574448	6.331741438	6.345874224	6.291891599	6.281907476	6.260401701	6.301387216	6.31821622	6.508435465	6.49863407	6.36845164	6.357386543	6.341464926	6.29592149	6.317611247	6.65723358	6.28628511	7.507404676	6.389418843	6.158938903	6.257268304	6.236132428	6.336452595	6.503439855	6.321017286	6.229350824	6.342971502	6.267845227	6.187990295	6.307993031	6.255349986	6.21899523	6.104519177	6.285484703	6.270760849	6.246558249	6.301537612	6.408204754	6.307790817	6.26097562	6.314906815	6.215947454	6.290048502	6.151609804	6.442318974	6.275988942	6.473211678	6.324751881	6.299191307	6.352434532	6.302780253	6.317891649	6.305868526
hsa-miR-138-5p|MIMAT0000430	6.345465109	8.158639765	9.610052987	6.391719417	7.711079125	6.343603092	7.471989037	8.889262857	8.274124561	8.436459504	6.419823878	6.273525111	6.285500392	6.245700039	6.499032898	9.70025319	6.358140475	7.725951264	6.278573712	8.320819408	6.282472978	8.406499833	7.332346222	6.280463705	6.843766892	6.139072867	6.133434997	8.186660785	6.547226511	7.057387483	8.354637342	6.613821832	6.83368386	7.487651416	7.462779524	6.476377123	7.533214133	7.058435356	7.965735712	7.116853034	6.245519597	8.136595397	8.895341897	7.55474934	9.680292714	6.248922084	10.19123248	6.566613931	7.516523459	8.678292931	7.66350505	7.738057005	9.608990437	10.39857245	6.286358025	6.229238615	6.263903861	6.338752438	8.075760752
hsa-miR-139-5p|MIMAT0000250	6.270538069	6.274635258	6.347730099	6.284708892	6.282710396	6.221084916	6.225636776	6.348072889	6.231596319	6.271610267	6.370780496	6.276512036	6.399476973	6.283345245	6.363679837	6.307619733	6.278969622	6.333383154	6.332928869	6.306431898	6.328823598	6.372939046	6.269369729	6.265429416	6.545709985	6.265115803	6.207449954	6.244547583	6.274083815	6.260265797	6.292352724	6.297874191	6.256929214	6.211540481	6.305290514	6.248761406	6.229067079	6.204957876	6.137955288	6.367974824	6.249921534	6.22490366	6.231423717	6.255296786	6.290304672	6.264879364	6.300013091	6.369210048	6.293148305	6.196079884	6.259897101	6.233406492	6.323640735	6.26737499	6.284217623	6.316394803	6.27657506	6.249121057	6.306054813
hsa-miR-1-3p|MIMAT0000416	7.016996885	7.234466085	7.281741756	7.030062037	7.3696549	7.295059798	7.042562963	7.096015151	7.002607952	7.148152727	7.225695288	7.184411462	7.552046948	7.115741633	7.487980037	7.056473695	7.313057704	7.087461692	7.220949703	7.076993658	7.119434586	7.095913414	7.305221709	7.241822911	7.497675163	7.103562142	7.140472863	7.376524948	7.470167197	6.991938473	7.217323491	7.196196821	7.734269603	7.109734918	7.125013186	7.324796468	7.307446961	7.030069377	7.565029685	7.335822471	7.218726294	7.077812761	7.162676372	7.312033896	7.728623153	7.311883757	7.473333691	7.320494135	7.050514614	7.014104684	7.239556313	7.168074105	7.069661358	7.18195782	6.993364147	7.089082449	7.247262113	7.140637714	7.139061195
hsa-miR-140-5p|MIMAT0000431	7.352162992	7.067524551	6.815687969	6.512064186	6.756337817	6.938691168	7.191427278	6.949502445	7.485331528	6.889955356	6.555774654	6.70696669	7.284495162	6.927951428	7.686624877	6.905569399	6.634808622	6.884740638	6.898641418	7.264279589	6.823876196	6.686430057	6.705948466	6.725652388	6.791154297	6.849211102	6.788761911	6.661418062	6.675050316	6.708332373	7.069402424	6.741007725	6.839367386	6.74575743	6.863512178	6.903049237	7.28548481	6.743314471	6.681787956	6.429853224	6.57263993	6.655695593	6.941924912	7.027844729	7.052714354	6.730833905	6.80356633	6.549598762	7.09952206	6.657332078	7.012333329	6.568910983	7.152807546	6.793457804	6.995406165	6.838098785	6.852838234	6.824287602	7.106239961
hsa-miR-141-3p|MIMAT0000432	6.552694416	6.662390796	6.683923341	7.798018809	6.601069163	6.614894546	6.524441855	6.708185884	6.519031097	6.658167818	9.036390242	8.994701147	8.993888691	9.356606004	7.265799997	6.694443705	7.292231785	6.668535455	6.860138901	6.582578401	6.720287161	9.845871849	6.683493742	6.563543572	6.408839454	6.48984846	6.541802673	6.485212101	6.702852707	6.546751287	6.719240077	6.640819362	6.540734264	6.516822225	6.386806169	6.744409549	6.496988869	7.940256697	6.467663513	8.64369471	8.46366147	8.847556147	6.60275927	6.623532495	8.256370373	6.593217647	6.743277908	6.459705519	6.681855907	6.752279471	6.604482807	6.538826222	6.805208654	6.605730615	9.035506521	8.973443893	6.627934485	9.16442937	6.601424874
hsa-miR-142-3p|MIMAT0000434	6.713331177	6.882321424	6.981663105	6.578477468	6.838652931	6.696759789	6.576144536	6.742681176	6.618771545	6.708226631	11.62095417	7.202506358	7.070104069	6.947804704	11.88864745	6.958158358	6.841566241	6.811357447	8.516952262	6.706164345	6.853339149	6.741156553	6.767885067	6.932763621	12.16719016	10.90577715	11.84942811	11.50494345	8.553231905	7.336091585	6.852770944	6.701534113	6.629906094	6.584950191	6.650470106	6.703824991	6.624530005	6.605577502	6.878929805	6.686105916	6.644229494	6.620106122	8.488103111	6.654909138	6.626061913	6.689299173	6.698993725	6.725715108	6.612306693	6.602548123	6.763913425	6.608688006	6.668725156	6.723994839	6.940614616	7.339701712	10.24918352	6.761454806	6.864284036
hsa-miR-142-5p|MIMAT0000433	6.303039818	6.246755287	6.292235506	6.336715134	6.390943796	6.339028292	6.281213854	6.278541895	6.319331451	6.312848035	10.09000108	6.568953573	6.471919489	6.376825504	10.42640817	6.302965147	6.294630198	6.249483742	7.835840223	6.354943227	6.236323912	6.405972025	6.383939318	6.372818219	10.97738908	10.47108458	10.99130668	9.937304518	8.384644018	6.877924144	6.238483456	6.273056544	6.332415873	6.471603359	6.310527009	6.393206613	6.460682966	6.354381552	6.606467535	6.374751949	6.350991952	6.379226463	7.43031419	6.373991232	6.378767157	6.35628587	6.391395432	6.326578099	6.323978248	6.229325892	6.246515123	6.376603679	6.291712181	6.304520247	6.398364604	6.409817648	9.890428051	6.292892798	6.376165477
hsa-miR-143-3p|MIMAT0000435	6.397875239	8.758355708	6.456740896	6.2628333	6.394790323	6.350847947	8.379818172	6.40957565	8.515671647	6.425993766	6.304820892	6.323974883	6.384954568	6.522154618	6.355695023	6.41539441	6.369426156	6.447103975	6.465812749	6.39300993	6.471340961	6.35498241	6.364839533	6.568933438	6.250660758	6.512242443	6.356054029	6.330854173	6.411595181	6.358290966	6.402021615	6.455511539	6.369989183	6.359490996	6.313202054	6.398158027	6.328424934	6.396492149	6.258381205	6.307610588	8.062414369	6.349804474	6.361156969	6.395445078	6.370760796	6.386105762	6.416766339	6.33885369	6.360683358	6.511687735	6.369895823	6.346918326	6.41366562	6.317341414	6.40112789	6.378551576	6.402202795	6.418671017	6.385753554
hsa-miR-144-3p|MIMAT0000436	6.274141681	6.269209889	6.27763708	6.427295367	6.281133047	6.166778204	6.188532142	6.21832012	6.282573964	6.236953612	6.391750744	6.263181769	6.222420395	6.263230872	6.325134731	6.281224597	6.271413281	6.227004836	6.27759947	6.317215952	6.27356082	6.286916153	6.391261119	6.236252227	6.247886549	6.205498538	6.285117042	6.252619911	6.284032231	6.362333817	6.245841936	6.275681187	6.250225121	6.330699834	6.399128445	6.283229425	6.325309783	6.269824771	6.384726732	6.410238398	6.298154866	6.307399297	6.30518485	6.282793243	6.287049987	6.228396989	6.323643502	6.441285276	6.233107226	6.213816684	6.25413655	6.338159594	6.312833468	6.371119235	6.249949504	6.222652828	7.153510455	6.327580026	6.259086028
hsa-miR-145-5p|MIMAT0000437	6.297377245	6.815590842	6.334522651	6.311184063	6.357460573	6.298817986	6.603002754	6.323892338	6.764677919	6.297690462	6.301196804	6.283660923	6.374953847	6.374622079	6.299847711	6.373582049	6.494024703	6.316806883	6.392504527	6.333056732	6.367406065	6.370462305	6.368185703	6.342953306	6.34339967	6.263851915	6.322389181	6.319172073	6.394801589	6.261621821	6.330556942	6.350879088	6.326984748	6.294340408	6.352965206	6.377638596	6.385317807	6.291049239	6.196897684	6.37237277	6.539805707	6.261039347	6.294392763	6.330404439	6.314225849	6.38833989	6.286718049	6.281461217	6.347020154	6.262378992	6.262246896	6.285599555	6.330977495	6.364047329	6.433129498	6.362992826	6.397933907	6.307469592	6.356770578
hsa-miR-146a-5p|MIMAT0000449	7.826045027	8.016335647	8.233678823	6.32744953	6.289278434	8.755124675	6.333869646	6.360796563	6.779886348	6.457679289	8.598595462	6.341017987	6.321001102	6.347602855	6.447615353	6.258491423	6.240281568	8.762095556	9.131950423	6.349333153	6.393977519	6.275193874	6.261574771	6.294430972	6.305124281	7.037610355	6.48362118	6.785669217	6.406401159	9.661408387	11.03385878	9.729500072	10.79302304	10.61586061	11.32604323	10.1959376	9.718348569	7.295796535	6.370514143	6.449918214	6.438579874	7.816504406	6.324835515	7.481996809	6.42804488	6.261379369	7.485491095	6.45863646	6.360227635	9.514277682	6.31705176	7.023765214	11.55393969	8.561681918	6.276737205	6.250282298	7.126398827	6.244795423	11.66578184
hsa-miR-146b-5p|MIMAT0002809	8.010562679	7.887971447	8.13118221	6.853616378	6.582309997	8.597975297	6.937597158	6.71986685	7.328214651	6.989612613	8.945530888	7.694169343	7.556406943	7.961177589	8.139556981	6.723589831	6.660483153	8.552911288	9.109187908	6.872446858	6.767630825	7.548583286	6.774003104	7.124202726	7.349787364	7.247808384	7.637040965	7.543325826	6.661900005	9.455035313	10.70158622	9.479311774	10.61353959	10.16285241	11.06820908	10.00240716	9.572569315	7.573870011	6.829467684	7.526745272	7.214886812	8.038622445	7.296899508	7.669911527	7.121817706	7.323496599	7.638023702	6.655772635	6.903107607	9.299885853	6.864463985	7.064545002	11.18228939	8.278163732	7.545079236	7.916657771	10.07128671	7.169720869	11.29912439
