Entrez id	hsa-miR-1-3p	hsa-miR-30a-5p	hsa-miR-155-5p	hsa-miR-16-5p	hsa-let-7b-5p
51246	0.3157015	-0.058428044	0.318875975	-0.126965857	-0.970453118
56124	-0.1860193	-0.199876374	-0.19068195	-0.120038925	-0.303279919
84934	0.1317094	0.013622269	0.312909032	0.583236701	-0.083274771
91746	-0.3031452	0.155714513	0.201616038	-0.09710384	0.289734168
2067	0.1776045	0.016707952	0.744914219	0.507777235	0.303518803
1415	0.05996965	0.074678669	-0.132369202	0.091833599	-0.149692952
8522	0.000628112	-0.078219504	-0.172266709	-0.104141292	-0.205027872
256949	0.4357129	0.111262299	0.043376336	0.11522175	-0.013787364
3635	0.1033273	-0.005477166	0.226726034	-0.058250613	-0.056094242
22891	0.03393445	-0.144116473	-0.311707169	-0.419036151	-0.327209135
10973	0.1680107	-0.273904386	-0.075542727	-1.078351841	0.235969776
81628	0.3248112	0.239250963	0.152618828	0.030798508	-0.364026979
4760	0.241434	0.127483343	0.047741266	-0.105623397	-0.121269955
57007	0.1888039	-0.023751391	0.456044509	0.940776665	0.534384845
51451	0.3691108	0.113867845	0.512435448	0.725016026	0.251394518
9470	0.06361928	0.053655688	0.406850764	0.351749373	-0.027811353
653067	0.3030132	-0.001348623	-0.131158293	-0.163400321	-0.192911078
384	-0.3025316	0.739519657	0.332700464	0.128335356	0.562756577
5020	-0.1544033	-0.028080041	-0.373765162	-0.481357634	-0.589469164
84804	0.129157	-0.078784669	0.439934622	0.014132959	-0.023372108
8989	-0.01333846	-0.150514188	1.282743812	0.318744082	0.828721678
7301	-0.2794893	0.302592304	-0.424660243	-0.164797889	-0.609687054
117143	0.05623695	0.036503297	0.092602109	0.349294073	0.237521454
23313	0.1679479	0.043203574	0.390556034	0.370786543	-0.30373744
11103	0.2998987	0.043824321	0.441910642	-0.574291723	0.432685411
6999	-0.02151395	0.315219436	0.05919577	-0.223869052	-0.28766061
80243	-0.09382431	0.008382328	-0.048815436	0.059876466	-0.086949873
3816	0.2321745	-0.296514862	0.092635623	-0.16387115	-0.203884699
79947	0.09253716	0.039494325	0.289319216	-0.054106005	-0.16105895
10327	0.06627524	-0.084362232	0.119375082	0.442798116	0.024061706
79152	0.05878871	0.229938927	0.041631292	0.228286274	-0.015498147
51715	0.2031617	-0.065931638	-1.648612132	-0.297496929	-0.120714897
65123	-0.01503819	0.01324001	0.323401579	0.102749595	-0.144628932
6232	-0.09829792	0.03559105	0.077590152	0.266991953	0.530982395
262	0.03900509	0.233932006	-0.215638617	-0.723289765	-0.208176792
239	0.1272263	-0.00293836	-0.267537656	-0.124760671	-0.326936022
6137	0.05051878	0.030447533	0.038593416	0.086902009	-0.052230835
4706	0.1490031	0.026439286	0.009340024	-0.001885857	-0.025791138
6891	-0.006285796	-0.216314843	-0.033843234	0.014194219	-0.088515682
6904	0.0361438	0.083237294	0.070996395	0.213473219	-0.098334832
9963	0.1636769	0.048166777	-0.039434291	0.095628685	0.126772373
3106	0.1420773	0.086014963	-0.336154086	0.128428484	-0.139853766
112937	-0.1176449	-0.023713227	0.041561017	-0.156543405	-0.136948279
374875	-0.1263597	0.089205267	-0.080266653	0.092552743	-0.212778199
126204	0.4331194	-0.011693246	0.404302865	0.302238963	0.255429378
347252	0.02292882	-0.19587029	0.161083783	0.140963636	0.075010529
6367	0.1580869	0.0817381	-0.180217737	-0.028327398	-0.126747689
103	-1.114982	0.085520674	0.548699091	0.641731577	0.407238
10891	-0.09219088	-0.090258495	0.469687284	0.304197109	0.333164265
57639	-0.4722275	-0.251311996	-0.53326395	-0.292409121	-0.111975225
2151	0.322275	-0.229062585	-0.181840216	0.055275364	-0.146807579
23258	0.1940929	-0.033659399	-0.242727497	-0.073065415	-0.166394922
151516	0.142396	0.156643294	0.100916505	-0.113078835	0.125616969
147664	-0.09266599	0.0876454	-0.082994838	-0.12884654	-0.083799154
309	-0.1697165	0.004652203	0.076109447	0.605023961	0.144182466
1562	-0.04300207	0.011730676	0.251186133	0.159579598	0.042998875
8463	-0.02918515	0.192558719	-0.669088236	-0.287635941	-0.648526214
85012	0.1937848	0.304458532	1.133668985	1.350678536	0.73190082
8202	-0.1029967	0.08468523	-0.228490952	0.158316449	0.15102695
7071	0.6221134	-0.228981896	0.505594522	0.427361559	0.25256358
8622	-0.0508415	0.243860189	-0.549684398	1.01413209	0.555163045
9382	-0.09271994	-0.024599585	-0.021192123	0.197343759	-0.006148106
26272	0.112974	-0.099474707	0.532083398	0.443027942	0.452148896
80127	-0.1202667	0.27827281	-0.696400792	-0.174848761	-0.653938865
81542	-0.6685539	0.108554408	-1.074859922	-0.64796483	-0.122800793
286151	0.1258054	0.044432013	0.639642601	0.334829589	0.43988952
83741	-0.2277509	0.032433103	-0.029850263	-0.030455728	-0.166045191
2273	0.06050754	-0.074103791	-1.753225431	-0.075142202	-0.413564023
378925	-0.4142296	-0.062113486	-0.314682583	-0.125640823	-0.194824666
150274	0.3542976	-0.07330821	0.340057803	0.536991239	0.603043252
128817	-0.2342263	-0.152522911	-0.1365293	-0.143440308	-0.479230616
84807	-0.04595913	-0.041394973	-0.207716562	-0.273427957	-0.41975586
116444	-0.136471	0.089571546	-0.275632176	-0.030676604	-0.078267925
3192	-0.5727648	0.240635053	-0.433913562	-0.126816337	0.171738703
84251	0.149706	-0.070584801	-0.047484323	-0.176419893	0.023077149
339448	0.05025641	-0.121844522	-0.893233042	0.053420067	-0.013654185
54212	-0.009132393	-0.068641001	-0.038130508	-0.172334894	-0.253876962
51365	-0.2515884	0.214512251	-0.30185187	-0.044881811	-0.044881811
79178	-0.008449085	0.101563419	-0.037016887	-0.230234006	-0.778110725
1241	-0.001640415	-0.246882174	0.031820127	-0.301384746	-0.257877628
9407	0.4465385	-0.017393886	0.110002685	-0.087218243	0.037083059
1349	0.2226816	-0.112955769	-0.091646038	0.206458568	-0.087278816
644890	0.5906947	-0.049061488	0.174174658	0.306111307	0.306111307
114805	-0.07826829	0.001001549	0.015099817	-0.213340558	-0.001261536
3593	-0.1015623	-0.297886751	0.209705419	-0.215892404	-0.059329937
58190	0.07027331	0.07303189	0.638938143	-0.386156727	-0.355747701
55504	-0.05450669	-0.062775737	0.077628166	0.576184101	0.153362253
153643	0.343262	-0.091744829	0.217752356	-0.289765021	-0.209497953
1419	0.3618029	-0.235358287	0.33804993	-0.054315418	-0.109189183
10147	0.06636372	0.253902295	0.172909741	0.173085743	0.205186822
5283	0.6092335	-0.771946	-0.349590172	0.39963313	-0.132075025
5357	0.3564169	0.238009131	-0.637939714	-0.026065178	0.278640308
199857	0.04473719	-0.2303818	0.146724057	0.316828857	0.196448936
205717	-0.1390077	-0.096912399	0.19642759	-0.024161889	0.256688021
56906	0.6410853	-0.268701773	-0.193612048	-0.037236354	0.14493437
145226	-0.1962888	-0.087595158	0.034509674	-0.204580851	-0.215686058
645369	0.04846843	-0.018549578	-0.020402371	-0.205284091	-0.219654826
24138	0.2659967	-0.169939128	0.794025209	-0.101205039	0.515974571
129804	0.04764703	-0.222656316	0.616683571	0.770686559	0.633251836
7178	0.1376149	-0.009490401	-0.085478608	0.021310461	0.04683556
50810	-0.06932314	-0.03594057	-0.665278191	-0.713624113	-0.494309839
164592	-0.1183361	-0.095601621	0.037141558	0.178681247	-0.077122873
4957	0.08891293	-0.137281951	-0.612737077	-0.233847217	-0.52019598
56141	0.09796954	0.453032403	-2.12479236	-1.006966869	-1.051883285
128989	0.2244118	-0.457561777	0.944150749	0.702184062	0.262357849
57134	0.01322575	0.358204463	0.020762764	0.046023082	0.001745198
285671	0.215385	-0.203029711	-0.031467163	-0.133660207	-0.087295974
285966	0.07742903	0.247741414	0.164406862	0.08238463	-0.024393316
10581	0	-0.008450536	-0.653808731	0.509169722	-0.582794594
389136	0.4264755	-0.075635632	0.602267435	0.523992777	0.401051307
7037	-0.2002731	0.056661867	-0.501802957	0.017708398	0.014783879
79258	-0.1134431	-0.127097512	0.086889663	-0.21435687	-0.130229319
3549	0.01759245	0.0925922	0.007698541	-0.267458181	-0.35828207
23650	-0.05072863	0.233783275	-0.17283115	-0.146428666	0.013359095
255189	0.02532236	0.261576814	-0.350369677	-0.128245298	-0.176028998
25827	-0.09390988	0.253961731	-0.158473132	-0.237937758	-0.167365055
1476	0.1566061	0.003360679	0.036385215	0.056936004	0.025790156
55304	0.08031519	0.09572883	-0.269068205	-0.006275652	0.074056757
64222	-0.07286666	0.016082062	-0.077528214	0.220580176	-0.006973983
477	-0.1055583	-0.036931928	-0.027328716	-0.217252734	-0.133858435
9413	0.1088153	0.600007496	-0.77854206	-0.015591198	-0.430675227
122481	-0.07503627	0.088687727	-0.096904193	-0.193616113	-0.133692425
824	-0.4369458	-0.060790119	0.338642263	-0.341459303	0.121765382
9738	-0.2259594	0.052969596	-0.557430794	-0.195501649	0.290439161
5372	0.1503881	-0.21979057	0.68302962	-0.033862992	0.282028858
285533	-0.3620194	-0.126186103	-0.00844865	0.009249736	0.23092531
10067	0.06992005	-0.178898162	0.213034377	-0.223038099	-0.074721063
124045	-0.3416789	0.186267564	-0.208814819	-0.200079123	-0.388678998
55744	-0.1023176	0.072402422	0.030963335	0.069663864	0.355866777
89953	-0.06681587	-0.07443248	-0.144354657	-0.247254928	-0.425937223
11083	0.1750194	0.134834751	0.086798691	-0.203824458	-0.13832855
80309	0.3755944	-0.104466494	0.453164488	0.334081901	0.126197728
8688	0.1750126	-0.050048195	-0.057031944	-0.098402214	-0.102354063
25999	0.111262	-0.060541039	-0.029665395	-0.052199938	-0.159982368
416	0.07659665	-0.359572716	-0.146045499	-0.075902676	-0.267075614
117289	0.04781839	0.006723626	0.162669392	-0.010307754	-0.069416767
8342	0.08240287	0.358326367	-0.206677094	-0.105801286	-0.038056178
5764	0.1265346	-0.214374543	-0.124332299	-0.092919919	-0.0676195
1340	0.1647745	-0.020243579	0.267863602	0.752410659	0.299264345
9663	0.3424131	0.048127716	0.256192062	0.661250202	0.471867483
84057	-0.1269619	0.048787156	-0.171543054	-0.136128125	0.603772436
53346	0.194337	0.298162876	0.333558798	0.111543923	0.177585104
80820	0.3158524	-0.003984302	0.159123022	0.101274734	-0.099192045
6469	0.1649198	-0.16377744	0.374152515	0.174149579	-0.082807828
51429	0.2923355	-0.284821508	0.193368743	0.047535808	0.555735713
6388	0.2223914	-0.175048339	0.029416975	0.401102098	-0.004376671
2021	0.2559888	0.168167118	0.186002128	0.510451832	-0.143446554
51115	-0.06164137	-0.072527151	0.438904734	-0.312576268	0.152870673
778	-0.06233304	-0.054022456	-0.02861276	-0.091231562	-0.123929951
54977	0.2564944	-0.329285952	0.295670997	0.236562528	0.025056028
23382	0.08316473	0.001143307	0.033882848	-0.329872956	-0.294356748
326340	-0.1725896	0.124012372	0.295602032	0.091303257	0.085903269
9958	0.1158459	-0.061965507	0.068582057	-1.348120168	-0.164428767
64096	-0.3842322	0.141849372	-0.328798299	-0.271499564	-0.37031634
23198	-0.1196523	0.001068212	0.876676226	0.268493956	0.282144201
60506	0.3817269	0.049494758	-0.048693858	0.061650288	-0.138220021
10063	0.187134	-0.057017127	0.353500868	0.093580158	0.088227615
29904	-0.07981906	0.089449365	0.317358618	1.115486967	-0.187726066
2954	0.146378	-0.070813565	0.662021946	0.623069178	0.191722542
7700	0.165043	0.249092148	-0.107108171	-0.175913913	-0.171587858
6737	-0.2533259	0.096089092	0.039899977	0.097727633	-0.484123978
4589	0.03160975	0.038679988	0.298763203	-0.075726597	-0.168914421
150297	0.09063751	-0.120898931	0.140614548	0.134528208	0.164744591
55171	-0.09386022	-0.070555725	0.883652672	0.804144612	1.034608229
3586	-0.1197625	0.098759161	0.465558906	0.024084086	0.013541271
134353	-0.09894407	0.277284821	-0.32642237	0.064023601	0.154915595
202018	-0.08956326	0.054797824	-0.292760274	-0.058509108	0.066722397
11099	0.07363758	0.007733173	-0.086853687	0.069434402	-0.136680848
50944	0.1351864	-0.196435988	-0.548691585	-0.374085449	-0.626886887
138804	-0.03307786	-0.171712644	-0.044384496	-0.165212454	-0.307662357
26027	-0.2358464	0.01739901	0.239314866	0.104764651	-0.01878675
56666	0.07456981	0.150529848	0.052927606	-0.090435918	-0.312073759
9124	-0.1062037	-0.069522281	-0.231850211	0.637026473	-0.25148539
728957	0.02007835	0.144326981	-0.020134023	0.06358529	-0.203410569
55471	0.005312874	0.152454271	0.300088713	0.24604628	0.288494687
91703	-0.1199602	0.163797248	-0.106501013	0.079443086	-0.095421946
10218	0.178578	0.269964905	0.17894264	0.05358712	-0.090404836
144132	0.1052341	0.024007988	-0.261990261	-0.007700363	-0.123615194
5438	0.1845464	0.017289647	0.239826522	0.418167796	-0.168748815
55051	0.03862703	0.063922377	0.3592177	0.015424439	0.121240028
130106	-0.09878198	-0.301868551	-0.126002151	-0.209828585	-0.301787287
51776	0.2017279	0.034307888	-0.094397773	0.186855572	0.761589215
7978	0.1970122	0.070200542	0.32402363	-0.760727969	0.171308291
26747	0.0464703	0.000304013	0.186503318	0.073571206	0.112714069
94107	-0.1149106	0.052573052	-0.105825523	-0.267060939	-0.334467054
8559	0.01970066	0.131216261	-0.018991795	-0.033333829	0.04956664
9205	0.310421	-0.007868109	0.292673203	0.388488373	0.693733483
55286	-0.1042009	-0.298992142	-1.293895681	-0.236028042	-0.803698533
4496	0.1228402	0.156835673	0.486953836	-0.74873772	0.139484125
8645	0.2833617	0.563849801	0.437921896	0.313918333	-0.141734174
64412	0.03145372	0.180177389	0.370495304	0.243771427	0.288563368
55552	0.2632057	0.296360597	0.528713953	-0.07586275	0.161533043
259230	0.5828763	0.119735298	0.560958915	0.744976313	0.844245391
4935	0.02388305	0.176655254	0.285119216	0.458185135	0.159420518
5529	-0.5260898	0.091772262	-0.355957463	-0.07094434	0.202396302
81696	-0.2796618	-0.292510139	-0.27024968	-0.22011844	-0.276983878
375449	-0.2521058	-0.544606006	0.195348046	-0.246238369	-0.233718909
57475	0.3525634	-0.360979756	0.910239561	0.784116922	0.408027802
5580	-0.2107261	0.000516118	-0.712880831	-0.504040607	-0.639846415
6426	-0.126809	0.029447584	-0.839521266	-0.201659581	0.101470753
84126	-0.3707525	-0.018608533	0.623316358	-0.490386572	-0.324162146
284086	0.03255348	-0.135829551	0.516620805	0.235069858	0.223201797
493	-0.324891	0.097936954	0.07734635	0.084788548	-0.130851686
55740	0.1159814	0.063044389	-0.383307959	-0.288205784	-0.075041602
219972	0.2622909	-0.129781901	-0.192912842	-0.220349247	-0.296829208
131	0.4330506	0.033764428	-0.191403508	-0.265762159	-0.042245574
10721	-0.4094264	0.287353745	-0.173089275	-0.34641726	0.272780972
87	-0.07605869	0.027300648	-0.313631934	-0.092217087	-0.424413466
5178	0.1069747	-0.136030479	0.22531838	0.048030895	-0.038731397
112950	0.6280736	0.147765774	0.198126588	0.689207688	-0.378017888
790	-0.1681205	0.116301352	-0.145742828	-0.007954021	-0.261073583
11112	0.2143228	0.052650354	-0.76278682	-0.317895564	0.244376142
3911	-0.3776524	-0.027250276	0.002182712	-0.413191691	-0.48871008
3760	0.1091237	-0.436015034	-0.245689299	-0.355356143	-0.322682479
9476	0.1065965	0.111004965	-0.385287009	-0.354812489	-0.445577186
5313	-0.03465987	0.090341154	-0.233197731	-0.113916893	0.056756804
10650	0.2989363	-0.080312234	0.796263176	0.578636357	0.456090478
10873	0.2777776	-0.016646672	-0.419352482	-0.438891355	-0.51178553
8431	0.02637184	-0.193738531	-0.208176799	-0.030483386	-0.059262502
10526	-0.1072549	0.147575447	-0.713027257	-0.430329426	-0.078934174
54536	-0.07246847	0.360836494	-0.158467636	-0.242343833	0.171643438
393	0.06345554	0.27292971	0.04019959	0.082805136	0.080406675
154790	0.09195686	-0.235467572	0.146729503	0.378478704	0.243292768
91298	0.1780677	0.139619281	-0.540394975	-0.45040906	-0.06576067
4863	-0.05626486	0.005248255	-0.014086165	-0.366315624	0.081101583
8000	0.07663243	-0.113043849	0.055163278	-0.407628922	-0.33122032
140809	-0.5317332	-0.108163268	-0.685678575	-0.443249494	0.195824054
79641	-0.2639483	-0.294894315	-0.104457234	-0.180330857	-0.628780494
6351	0.002178399	0.288896623	0.279753554	-0.10596452	0.037049711
10555	-0.1984606	0.018022217	-0.416883939	-0.094991417	-0.223662391
10394	-0.009670945	-0.022068045	-0.264122109	0.053679531	0.154664344
26716	0.06906066	0.135904883	0.002770317	-0.014576652	0.050928274
54059	-0.04631046	-0.023525261	-0.052108819	0.607766386	0.221555165
3360	0.1499983	-0.116269804	0.007228521	-0.121488177	-0.173097788
55998	0.07114843	-0.322869774	0.116626917	0.063948364	0.165608989
55027	-0.2696219	0.098172058	-0.282086621	0.724122098	0.142530088
201456	-0.03479125	-0.094255915	-0.010290672	-0.0813172	-0.131566404
2568	0.127806	0.0685379	0.087370843	0.253608712	-0.01593153
2585	-0.09833268	-0.047657456	-0.068937857	-0.024833201	0.079970714
7805	0.05762507	0.059445852	0.226056628	-0.111420798	-0.275630713
9128	-0.2356672	0.036569417	-1.041964421	-0.376005242	-0.537154522
5980	-0.35526	0.228640377	0.480949022	-0.30386913	0.666404702
8050	-0.08169247	0.130412621	0.285725342	-0.36081065	0.040585406
3176	-0.0856823	-0.096023822	0.158034852	0.141132052	0.164928731
57412	-0.05717258	0.028632289	0.265361629	0.457659294	0.227699073
9389	-0.08009243	0.206121653	-0.086934042	0.215849004	-0.175006449
79968	-0.4538324	-0.014320842	-0.795623946	0.601904965	0.164512408
64763	0.02643129	-0.286761562	0.314995013	-0.222252319	-0.382875853
79845	0.5073537	-0.156385333	0.109775455	-0.128990651	-0.203472551
51523	-0.2156714	0.126333808	0.178293869	1.141657741	0.023789835
6121	0.05569984	0.253764313	0.183460436	0.024079562	-0.011350773
55075	0.2774151	0.127049949	-0.013312358	-0.276188515	0.211711546
5956	-0.05937566	0.15106071	-0.219700484	-0.33765371	-0.143853775
8543	-0.02498455	0.223462691	0.108386346	0.446502126	0.352649346
9860	0.2684775	0.077749694	-0.189073259	-0.250617759	-0.236000571
169693	-0.1729193	0.112483207	-0.1286722	-0.171534395	-0.318940059
3562	0.09368607	-0.022862801	0.090288271	-0.214467162	-0.084936575
339487	0.2323957	-0.04183473	0.128430775	0.061119676	0.24856902
26149	0.02957122	-0.109569194	0.550764883	0.106127763	0.705137801
8031	0.1716639	0.000903485	-0.127125587	0.451093171	0.356890778
340481	0.0982627	0.030450515	-0.274428857	-0.614447928	-0.204087496
5414	0.03741513	-0.009914556	0.142930644	-0.058697775	-0.046085913
8929	-0.04055228	0.387225777	0.597039355	0.113888276	-0.306799404
5076	-0.3270539	-0.217532986	-0.058459317	-0.078741759	-0.127605027
90427	0.510588	0.254100701	-0.034754235	1.481907776	-0.836569234
137970	0.1095075	0.240197941	2.862844286	1.692575568	2.145673956
26985	0.1446084	-0.212598422	0.330165927	0.051016444	-0.033273956
23324	0.4038231	0.034727948	0.731409574	1.178217272	0.628386663
10128	0.09694658	0.10343566	0.077352375	-1.015432648	0.12326971
586	-0.1091451	-0.27248971	1.094385458	1.000555508	1.333958142
10092	-0.192188	-0.021941999	-0.458401369	0.270824874	0.021788465
10216	0.05841046	-0.077353365	-0.0723817	0.028811292	0.028811292
255104	0.1444792	-0.364819371	-0.112360988	0.531117257	-0.13685066
10210	-0.005746184	0.105680015	-0.398432959	-0.255684362	-0.253409713
552900	-0.03282727	0.038950071	0.162823749	0.11519721	0.056598119
26058	0.09545753	0.038688103	0.06693399	-0.405274283	-0.064124999
2132	-0.1032537	0.061360365	0.503946506	0.026733444	0.322525136
25884	-0.117975	0.048107865	-0.462791882	-0.180778535	-0.244841195
128637	0.3948698	-0.088501509	0.008788061	0.02326043	-0.070872098
8515	0.3019519	-0.003820954	0.157716398	-0.042269121	-0.155983152
115509	-0.028288	-0.204602367	0.191998137	0.095506022	-0.246280471
9053	0.2408263	0.611309078	0.470027894	0.698646117	0.758972784
81794	0.09277869	0.21100813	-0.379077516	-0.434951998	-0.51165855
84692	0.274096	0.296306994	-0.178577219	-0.064173737	0.205662121
9636	-0.1097366	0.046310234	0.402901015	0.484657163	0.202156674
1191	0.1981107	0.051873048	0.439753057	0.587935528	0.091035821
359845	-1.055707	0.405676486	0.778626405	2.750938832	1.225321617
9978	0.08192606	0.052304174	-0.063138565	0.389515392	0.198967567
23151	0.3071653	-0.195754742	0.275611679	0.675187926	0.167980041
54853	0.0356099	-0.041502872	-0.04027853	-0.070840926	-0.305559153
51501	0.208129	-0.047368687	0.030713986	0.484320266	0.215623349
117144	-0.2163534	-0.4297856	-0.218402883	-0.187336089	-0.296769414
10623	0.1666847	-0.071699143	-0.585263631	0.373152464	0.09441538
25909	0.005872508	0.267256995	-0.076096557	-0.631407894	0.308955323
116092	0.4019801	-0.123799051	-1.110456421	0.73182435	0.168734095
3446	0.2425402	0.130278715	0.285067558	-0.113373091	-0.097709326
442184	-0.1986186	-0.226035976	-0.430769345	-0.250438618	-0.351850776
83464	-0.03235598	0.044542774	-0.300107786	0.353108145	0.1121805
6009	0.2301672	0.275518677	-0.621815056	0.30712923	0.190043537
3860	-0.00697052	0.389182149	0.145759801	0.042213333	-0.455221793
29986	-0.1699299	-0.123143248	-0.583078848	-0.078981884	-0.078981884
125988	0.3947735	0.041267659	0.381997156	0.585062083	0.004369123
25870	-0.2512504	-0.042356967	0.322880449	0.694703372	-0.015693214
9274	-0.08462259	0.065583041	0.086202218	0.286239375	-0.178928732
123	0.1811326	-0.084745235	-0.268139846	-0.061869053	-0.193753531
1831	0.4631413	-0.309423285	-0.143131194	0.317670576	0.033961119
6240	-0.2251176	0.100252074	-0.854350468	0.380094842	0.2853295
11226	0.1353431	0.058813205	0.04028425	-0.101847844	0.048329242
9069	-1.074232	0.045173897	0.678635131	-1.288214956	-0.245654228
55957	0.3782478	-0.209257733	0.423797217	0.162336831	0.067945545
25847	0.1575921	-0.104264225	0.43723213	-0.565257117	0.136339572
399818	0.1817416	-0.090874678	0.131699987	-0.513985793	0.119272956
146861	-0.09443824	0.07379384	0.124773296	0.049981772	0.054148555
3557	-0.190915	0.027508551	-0.152191357	-0.064916553	-0.171894364
86	-0.1661349	0.134398334	0.70678546	1.326957269	0.935231727
3950	-0.06833877	-0.113642321	-0.094502621	-0.063549551	-0.35194158
143279	0.1864433	-0.152098682	0.373859295	0.017057906	0.288576139
79066	-0.1848851	0.013413136	0.288444845	0.014119656	0.035106045
94025	0.1358205	0.118718137	0.205031775	0.072431812	-0.596721256
388228	-0.183263	-0.108556936	0.009838733	-0.000636779	-0.128565161
613	0.1026831	-0.237363661	-0.001906714	-0.888985152	-0.259753188
3105	0.1123024	-0.052036385	0.196534827	0.166782149	0.035992315
843	-0.1062741	-0.091840826	-0.434948762	-0.320125473	-0.448430195
79780	0.1708191	0.045944124	-0.31446797	-0.561588075	0.216353481
203569	-0.06236333	0.024460326	-0.045616357	-0.061048599	-0.075853401
10189	-0.5672233	0.350805966	-1.018230372	-0.153958784	-0.662842824
162461	-0.1148403	-0.079999673	-0.165912513	-0.239750619	-0.387980445
162517	0.1170014	0.160582092	-0.128740663	-0.005587557	-0.011402937
972	-0.05261843	0.057567188	-0.176811926	-0.135752925	-0.278440805
256536	-0.2527458	-0.258902053	-0.039994096	-0.166550928	-0.391606871
81792	-0.08831181	-0.088087946	-0.037390099	0.152631967	-0.158598468
57147	0.2317412	0.136799617	0.790326676	0.324915668	0.355657885
51310	-0.09726756	0.274127251	0.100012325	0.15118151	-0.077275239
5137	-0.04513507	0.090786621	-0.046540013	-0.007858172	-0.129744628
91653	0.2487166	0.1522876	-0.077077009	0.070767675	-0.168171535
5985	-0.2408681	0.020762704	-0.183863479	0.886065729	0.359949937
57573	-0.02602701	0.106782823	-0.077690257	0.009472398	-0.033986765
5453	0.3135113	0.006088483	-0.183485242	-0.132713509	-0.162035316
388531	0.5519003	-0.096201114	-0.033398654	0.038115556	-0.287979148
55101	0.02545528	0.133553531	0.192238305	0.355817262	-0.004188173
9156	-0.1796939	0.246905301	0.338914313	0.268372714	0.491769294
1889	0.03452974	0.159830785	-0.082438507	-0.058232425	-0.141408016
10758	0.1050211	-0.228678109	0.071946836	0.448056267	-0.024227775
259232	0.2106235	-0.141892556	-0.013991777	-0.256582751	-0.073855343
51540	-0.1016244	0.034120879	0.023431043	-0.139371415	-0.511151926
1543	0.2838351	-0.300178445	0.214212702	0.251768732	-0.577777957
10524	0.06421027	-0.114635494	0.071996021	-0.098266914	-0.082530917
387640	-0.1419464	0.37358785	0.532416345	1.048008312	0.186482283
55559	0.05720255	0.15131028	0.053611126	0.984313687	0.19393739
55138	-0.1354664	0.002219659	0.205835427	-0.096222405	-0.105119073
7421	0.08328568	-0.318278317	0.453210073	0.099994221	-0.036730787
80863	0.1645	-0.065422613	-0.195992966	-0.198544478	-0.326287458
5007	0.04758121	-0.07778725	0.132190799	0.342562989	0.175459128
8893	0.2106648	-0.05885465	0.899142453	0.534219218	0.365773275
8996	0.3380243	-0.288107393	0.511265752	-0.006256734	-0.126148486
54991	-0.3799774	0.192828665	-0.601503139	-0.570672743	-0.802336102
22868	-0.02246857	0.194673791	-0.048441947	-0.785677117	0.343705352
84614	-0.2089227	-0.057908101	0.036672024	-0.031808949	-0.159858577
81490	0.01887417	0.087703481	0.285272473	0.005714407	-0.294365925
147183	-0.1695526	0.010625491	-0.32905827	-0.221501834	-0.260697523
10717	-0.05091107	-0.074746364	0.594758625	0.08717776	0.152521398
8323	0.4664675	0.22752251	-1.208364716	-0.729655801	0.421934294
10343	0.03227339	-0.306422704	-0.091996109	-0.006596871	-0.055644501
9595	0.2158033	-0.040359208	0.092385159	-0.004522335	-0.406501296
22808	0.1836756	-0.103725211	0.120130233	0.95116427	-0.085546046
4992	-0.2633939	-0.559864233	-0.033493749	-0.033293416	-0.354661742
11176	0.03001231	0.240055548	0.127702912	0.156260697	-0.305694194
23081	0.1495161	-0.161026625	-0.073655912	-0.332971515	-0.120588839
55291	0.07201884	0.150341916	-0.40879045	-0.48805935	0.324791389
1474	0.1224203	0.153839034	0.088084646	0.316842921	-0.000931072
64856	0.002621851	0.115666718	0.169113992	0.192734301	0.034012478
56776	0.01422092	0.075319559	-0.091932679	0.36104607	0.320245407
6542	-0.01538342	0.096261432	-0.400710198	-0.500137605	-0.185491613
26207	-0.0151633	0.176901346	0.228733701	0.650427478	0.639492184
773	-0.002530991	0.029890339	0.104148203	-0.074142604	-0.244595406
349565	0.08924515	-0.051820715	0.062132415	0.074588979	-0.054743822
866	-0.08755227	-0.08051655	0.035007891	-0.230340914	-0.07800094
2073	0.3030891	0.004545379	1.278237682	0.292928922	0.594038046
26123	0.03280032	-0.084384163	-0.126407183	0.321678678	-0.108683787
26211	0.00086217	0.096293136	0.025731889	0.07592035	-0.02157055
339669	0.0758178	0.234688315	-0.504915335	-0.312373551	-0.292740938
79191	0.2435542	-0.117996898	0.525301885	0.439404636	0.126195984
400073	0.0444806	-0.013797359	0.173509282	0.011393239	0.109914572
160762	0.1053184	-0.155392731	0.055558985	-0.263889936	-0.095482333
1013	0.2044032	0.034586243	0.365500268	-0.125534892	0.159150326
197370	0.135068	0.168660492	0.939996713	1.004378521	0.624981422
10221	0.1194217	0.152766695	-0.186509864	0.237438621	-0.125043649
573	-0.1552605	-0.125185745	-0.666153508	0.0944602	-0.760428015
5075	-0.1919516	-0.095417491	0.112799806	-0.398455841	-0.377453991
56683	-0.004641842	-0.103567361	0.035128998	0.239078506	0.041988799
6263	0.1623084	-0.374640986	0.007250393	-0.542574188	-0.339750295
55330	0.1702002	0.013926965	-0.109705308	1.047677341	0.213810594
63827	-0.06026634	-0.100630338	-0.017457359	0.005617885	-0.092474117
8871	0.006697756	-0.112139388	0.31057591	0.351131365	0.253832244
7799	-0.2364828	0.284364038	-0.081998862	-0.032912875	-0.200248961
